row_group,rule,surface,replacement,source_file,line,context
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section07_entry04/interslavic/v001/Noether_Paper31_Section07_Entry04_Interslavic_v001.tex,34,"adka $\mT$, utvorjenogo po bazi $\alpha_i$. Pri definiciji slěda za osnovu jest vzeta matrična predstavjenost, a ne predstavjenost črez konjugovane elementy, ktora"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper31/section07_entry05/interslavic/v001/Noether_Paper31_Section07_Entry05_Interslavic_v001.tex,34,"primarny. To, že $\mR$ porodžuje se nad $P$ črez adjunkciju jednogo elementa, v obščem slučaju ne jest pravda: dosta jest zaměniti jednu neoznačenu $x$ elementami $"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper31/section08_entry04/interslavic/v001/Noether_Paper31_Section08_Entry04_Interslavic_v001.tex,36,"$\alpha_1,\ldots,\alpha_n$, togda determinant $|S(\alpha_i\alpha_j)|$ može byti vzety kako baza diskriminantnogo ideala; definicija se pokryva s definicijeju v §7,"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper32/second_intro/interslavic/v001/Noether_Paper32_Second_Intro_Interslavic_v001.tex,34,"i od E. Noether; on opiraje se na modifikaciju prěklada od R. Brauera, v ktorom vobče bylo pokazano sušstvovanje minimalnogo razpadnogo polja, čij stepen prěvyšaje i"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper32/section01_general_splitting_fields/interslavic/v001/Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_v001.tex,34,\noindent Za harakterizaciju obščih razpadnyh polj označimo s $\mA_r$ direktny produkt $\mA$ s matričnym kolcom s
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/renders/paper32/section02_cyclic_minimal_fields/interslavic/v001/Noether_Paper32_Section02_Cyclic_Minimal_Fields_Interslavic_v001.tex,33,"kvaternionnogo těla vsakogo parnogo stepena, to jest vsih stepenjev, kotore sut voobče možne za razpadne polja. Tako polje $P(\Theta)$ možno je za vsako $n\ge2$ defin"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper32/section02_idempotent_splitting_facts/interslavic/v001/Noether_Paper32_Section02_Idempotent_Splitting_Facts_Interslavic_v001.tex,37,"bilna predstavjenja tvorjut se idealami, jest glubši fakt.} Nekomutativno tělo, vzeto kako hyperkompleksny sistem v odnosu k svojemu centru, poslě razširjenja do hy"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper32/section02_quaternion_idempotent/interslavic/v001/Noether_Paper32_Section02_Quaternion_Idempotent_Interslavic_v001.tex,29,"\noindent Za tu neograničenost nyně kako primjer vozměmo kvaternionno tělo, vzeto kako hyperkompleksny sistem v odnosu k polju $P$ racionalnyh čisel; s bazisnym"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,52,"\emph{togda one imajut tu samu dlugost: $r=s$, i kompozicijne faktory}"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"\emph{Dokaz.} Vsaky normalny dělitelj imaje kompozicijny rjad; jego dlugost nazyvaje se dlugostju normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"kaz.} Vsaky normalny dělitelj imaje kompozicijny rjad; jego dlugost nazyvaje se dlugostju normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost $\mA$ jest menša než"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"dlugost nazyvaje se dlugostju normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost $\mA$ jest menša než dlugost $\mB$, bo črez $\mA$ možno provesti kompozicijny r"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"u normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost $\mA$ jest menša než dlugost $\mB$, bo črez $\mA$ možno provesti kompozicijny rjad za $\mB$. Zato vsaka podg"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"$\mA$ možno provesti kompozicijny rjad za $\mB$. Zato vsaka podgrupa najkrajšej dlugosti jest istočasno minimalna, i vsaka podgrupa največšej dlugosti jest istočasno m"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"dgrupa najkrajšej dlugosti jest istočasno minimalna, i vsaka podgrupa največšej dlugosti jest istočasno maksimalna."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section04/interslavic/v001/Noether_Paper34_Section04_Interslavic_v001.tex,65,"\item Ako $\mG=\mA\times\mB$, i $\mA$ i $\mB$ imajut kompozicijne rjady dlugosti $m$ i $n$, togda $\mG$ imaje kompozicijny rjad dlugosti $m+n$."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section04/interslavic/v001/Noether_Paper34_Section04_Interslavic_v001.tex,65,"ajut kompozicijne rjady dlugosti $m$ i $n$, togda $\mG$ imaje kompozicijny rjad dlugosti $m+n$."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section05/interslavic/v001/Noether_Paper34_Section05_Interslavic_v001.tex,46,"tvorjat kompozicijny rjad. Jego dlugost jest $n$, a kompozicijne faktory sut"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section06/interslavic/v001/Noether_Paper34_Section06_Interslavic_v001.tex,46,"Čislo $n$, to jest dlugost kompozicijnogo rjada, nazyvaje se \emph{rangom} $\mG$ vzhodno k $K$. Baza $a_1,"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,89,"mo\ne\mo$ imaje lěvu jedinicu $c_1$, togda suščestvuje pravy ideal $c\mo$ večej dlugosti, ktory takože imaje lěvu jedinicu $c$.} Bo popolnu reducibilnost, to jest ogra"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,89,"e imaje lěvu jedinicu $c$.} Bo popolnu reducibilnost, to jest ograničenost vseh dlugostij, jesmo uže pokazali; tak v konečno mnogih krokah dojdemo do lěvoj jedinice za"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/renders/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,108,"koje, zaradi $e_2^2=e_2\ne0$, kako pravy ideal imaje veču dlugost než $\ma$."
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,114,"y lěvy ideal, $\ml=0$. Zato $e$ jest takože prava jedinica i tym samym jedinica vobče."
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper34/section14/interslavic/v001/Noether_Paper34_Section14_Interslavic_v001.tex,100,Togda vobče slijedi
obci_vobce,vobče/voobče->obće,Vobče,Obće,germanOut/renders/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex,98,"a ješče ne sut vse, ale samo te, ktore sut posrědovane prostymi $\mo$-modulami. Vobče sut ješče moduly predstavjenja, napr. tělo $\Omega$, smatrjano kako bimodul vzh"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper35/source-fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,31,"\(f_1(x),\ldots,f_r(x)\) iz \(\mathfrak{Z}\). Pri tom za \(\mathfrak{Z}\) treba vzeti vse cěločislne polinomy ili stepenove redy v \(x_1,\ldots,x_n\), respektivno t"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper35/source-fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,41,"s malymi modifikacijami ostavajut validne, ako naměsto cělyh racionalnyh čisel vzeti cěle čisla konečnogo algebraičnogo čislovogo polja i jego proste idealy (§4)."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper35/source-fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,168,"s malymi modifikacijami ostavajut validne, ako naměsto cělyh racionalnyh čisel vzeti cěle čisla konečnogo algebraičnogo čislovogo polja \(K\), a naměsto prvočisel"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper35/source-fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,190,"\lambda_s\) nehaj sut bazne elementy tih prostyh idealov v \(R^*\), ktore možno vzeti kako cěle čisla. V \(R^*\) vsako \(a\) jest, do jedinice iz \(R^*\), stepenovy"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/renders/paper38/source-fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,72,"rer Substitutionen, Berl. Akad.-Ber. 1926}). Nedavno A. A. Albert za tu mysl, i vobče za rjad obščih teorem teorije R. Brauera i E. Noether, razvil prosty dokazy nez"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper38/source-fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,72,"onen, Berl. Akad.-Ber. 1926}). Nedavno A. A. Albert za tu mysl, i vobče za rjad obščih teorem teorije R. Brauera i E. Noether, razvil prosty dokazy nezavisne od teo"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper38/source-fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,85,"byla dokazana za specialny slučaj abelovogo polja razloženja, imenno s pomočju obščej redukcije 1 i formulnogo snižanja prinadležnoj faktornoj sistemy. Kako jadro"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper38/source-fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,104,"Pravdivost III, obščeje za ciklična polja razloženja proizvolnogo stepenja, svodi se na normnu teore"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper38/source-fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,116,", kako H. Hasse pokazal\textsuperscript{\ref{fn:p38-hasse-normensatz}}, ne jest obšče pravilno."
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper38/source-fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,183,"avnyh teorem teorije klasnyh polj, teorije relativno-abelovyh čislovyh polj, na obšča relativno-Galoisova čislova polja:"
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper41/source-fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex,37,trnyh avtomorfizmah ili o skrěženih predstavjenjah i dokazujem jego posrědstvom obščih teoremov o vnutrnyh avtomorfizmah i skrěženo-produktnom predstavjenju algeber
obci_obsc,obšč->obć,obšč,obć,germanOut/renders/paper41/source-fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex,140,"y: absolutne idealne klasy v gornjem polju, lučne klasy v dolnjem polju. Tomu v obščem slučaju sootvětuje, že klasna razdělba idealov gornjego polja induciraje tonš"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper43/source-fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,44,"olinomialnoj oblasti od \(x_1,\ldots,x_n\), pri čem diferencialny kvocient jest vzet na městu \(x=\omega\), to jest pri \(x_1=\omega_1,\ldots,x_n=\omega_n\), kde \("
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper43/source-fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,44,"kvocient \(\mathfrak M'[x\to\omega]\) jest definovany kako razlikovy kvocient, vzet na městu \(x=\omega\)."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/renders/paper43/source-fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,54,"pri čem tvorjenje kvocienta znači običny idealny kvocient, vzet v polinomialnoj oblasti od \(x\) s cělymi čislami iz \(K\), tedy s čislami iz \"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/renders/paper43/source-fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,58,"nje oblasti koeficientov jest potrěbno, da razlikovy ideal i razlikovy kvocient voobče byli definovane. Ide tedy o direktno obobčenje diferencialnogo kvocienta polino"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1308,jest ideal absolutnoj dlugosti $n$. $\mathfrak{A}_{j}$ jest invariantny pri
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,1318,$u$ prostyh idealov (bo absolutna dlugost jest $n$). Naša pomočna lema
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2227,"$\mathfrak{U}_{r}$, ktory ima absolutnu dlugost $n$, jest izomorfno k"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2234,$\mathfrak{l}$ absolutnoj dlugosti $n$ iz
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2241,"Vse lěve idealy absolutnoj dlugosti $n$ iz $\mathfrak{R}_{r,s}$ sut"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2244,"absolutnoj dlugosti $n$, kde pod $\mathfrak{b}$ razuměje se prosty ideal iz"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2249,"To, že lěve idealy imajut absolutnu dlugost $n$, t.j. razpadajut se v $n$"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2250,"absolutno nerazložime proste idealy, ima poslědkom tu samu dlugost v"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2255,"dlugosti $n$, t.j. rang jest $n \cdot t^{2}$; tedy"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2256,$\mathfrak{R}_{r} \times \mathfrak{S}_{s}$ jest absolutnoj dlugosti
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2258,dlugosti $n$.
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2298,lěve idealy absolutnoj dlugosti $n$.} Po definiciji vyhodi
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2307,"$\mathfrak{Z}$, tedy i ravnu absolutnu dlugost --- a ona od"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex,2308,$\mathfrak{U}_{r}$ jest $=n^{2}$ --- každy člen jest absolutnoj dlugosti
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/endmatter/post45/source_fidelity/interslavic/v001/Noether_Post45_SourceFidelity_Interslavic_v001.tex,312,mnogo obščejšoj postavjenosti problema davajut se samo gorne granice.
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper01/interslavic/v001/Noether_Paper01_Interslavic_v001.tex,45,"s vse vyšim modulom. To ide dotud, dokud sistem někojego modula, ako sam modul vzeti za osnovnu formu, ne stane konečnym i poznanym, ili dokud modul ne možno sniži"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Introduction_Interslavic_v001.tex,49,"m modulom. Ta postupnost ide dotud, dokud sistem někojego modula, ako sam modul vzeti za osnovnu formu, ne stane konečnym i poznanym, ili dokud modul ne možno svest"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section02_Interslavic_v001.tex,44,"koeficienty sut složene polary ręda form $s_x^m t_x^n u_\sigma^\mu u_\tau^\nu$, vzete po prěměnnyh $x$ i $u$."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,20,"rěba nyně svęzati s paragrafami 1 i 2; za to potrěbne sut něktore opreděljenja, vzete iz teorije binarnyh form."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,92,"{\itshape Formy vzete iz binarnoj oblasti, to jest one formy, ktore nastavaju iz sistemnyh form soot"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section03_Interslavic_v001.tex,103,e ravnanje za relativno polny sistem mod $(abc)$. Za biquadratičnu formu sistem vzetih form sostaji iz slědujućih form:
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,71,"(vzetih iz kubičnyh form),"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,75,(vzetogo iz kvadratičnyh form) i črez polarizaciju tyh izrazov.
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,83,"atom sistema ravnanj, dostajemo iskane relacije, takože relaciju medžu polarami vzetymi po različnym kombinacijam prěměnnyh. Za ocěnjenje služet teorema identičnost"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section05_Interslavic_v001.tex,137,"$f,\theta,K,j$. Iz togo slěduje: vse prěkrivanja $f$ nad $\theta$, ktore ne sut vzete iz binarnoj oblasti, takože kak prěkrivanje $(a\theta u)^2$, reducibilno v bin"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex,23,"vo neposrědno postaviti relativno polny sistem mod $\nu$; uvidimo, že k sistemu vzetih form trěba dodati samo formy $\A$ i $(a\A u)=N$ (analogno kako pri kubičnoj f"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section06_Interslavic_v001.tex,23,trěba dodati samo formy $\A$ i $(a\A u)=N$ (analogno kako pri kubičnoj formě i voobče kako obče pravilo).
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section11_Interslavic_v001.tex,358,"3) Poneže jedina kontragredientna forma $g$ stavaje reducibilna, $\nu$ voobče ne vhodi v stepenjah ili v produktah s formami togo samogo sistema v svijanje s"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper02/interslavic/v001/Noether_Paper02_Section19_Interslavic_v001.tex,51,"$\sigma$ i $(\nu\sigma x)$ vobče ne vhodęt, a $L$ kako funkcionalny determinant ne vhodi v produktah v svijanje"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper04/interslavic/v001/Noether_Paper04_Section09_Interslavic_v001.tex,42,"ędok priměnjenja rędovogo razloženja ostavaje ješče proizvoljny, možemo posebno vzeti taky porędok, ktory odgovarja porodženju obćih svijanj iz osnovnyh svijanj. Ta"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex,32,"Iz pytanj o bazah pri obščih sistemah do sega bylo znajemo samo eksistovanje modulnoj bazy, garantirano Hi"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex,60,"ntno podružje prijeto kako polje v najobščejšem smyslu. Pytanje, koliko pri tyh obščejših prědpostavkah dane tut teoremy ostajut validne, v slědujučem ne dotyka se;"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper06/interslavic/v001/Noether_Paper06_Section06_Interslavic_v001.tex,32,"II. Za polja $\Kfield_{n2}$ minimalna baza eksistuje vsegda togda i, v obščem, samo togda, kogda dopušča se algebraično razširenje koeficientnogo polja $\O"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper06/interslavic/v001/Noether_Paper06_Section06_Interslavic_v001.tex,34,III. Za polja $\Kfield_{n\rho}$ ($\rho\ge3$) v obščem ne eksistuje minimalna baza. Harakterizacija specialnyh polj $\Kfield_{n\rho}
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper06/interslavic/v001/Noether_Paper06_Section11_Interslavic_v001.tex,46,"{\itshape jest neobračanje v nulju rezultanta, vzetogo po $x_1,\ldots,x_\rho$, členov najvyššej dimenzije}"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper06/interslavic/v001/Noether_Paper06_Section14_Interslavic_v001.tex,94,"}$. $K_\nu^*(x)$ zato, ako ide o relativno cěle oblasti, prinadležat oblasti; v obščem slučaju sut kvocienty polinomov iz $\Jdom^*_{\rho\rho}$."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex,95,"togda oblast koeficientov jest pole $R$ racionalnyh čisel; za $K$ takože treba vzeti $R$, poněže samo pri racionalno-cělyh $\theta_1,\theta_2$ izraz $c_1P_1+c_2P_2"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex,39,"ostatočno bylo by razsmatrjati samo cěle racionalne čislove koeficienty; ale za obščejše oblasti bazove svojstva togda staly by menje proste.} koeficientami,"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper09/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.tex,47,"od $\eta$, i s tym vse algebraične funkcije od $\eta$ vobče, možno predstaviti"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex,187,"$\eta$ podčiniti někojemu dobromu uporjadkovanju $\Omega$, i vzeti v"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper09/interslavic/v001/Noether_Paper09_Section06_Interslavic_v001.tex,34,"$\eta,\sqrt[\nu]{\eta}$, napr., trěba vzeti oba elementy, a v obratnom porjadku"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/translations/paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,67,voobče --- jest izomorfna někakoj oblasti iz $\mathfrak L(\mathfrak G)$. Nehaj
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex,108,"naravno vměsto $\mathfrak G_i$ vzeti koju-koli drugu oblast toj klasy, iz ktoroj"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper10/interslavic/v001/Noether_Paper10_Intro_Section01_Interslavic_v001.tex,57,"može izčezati; zato važi (4) i zároveň vzaimna jednoznačnost. Ako vměsto polja vzeti za osnovu oblast cělosti \(\Sdomain\), togda \(x/y\) ne mora prinadležati k \("
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex,94,"ěnjenje variacijnogo procesa \(\bdelta\), daje povod k nezavršivajučemu se rędu obšči invariantov:"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex,222,"Ako tedy za \((x)_0\) vzeti kakoje-koli fiksovano konstantno sistemu vrědnostij, togda (13) i (14) pokazuj"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex,222,"\), ili sootvětne \(F_\rho(\delta u,du)\), predstavljajut invarianty \(f(dx)\), vzete v městě \(x=(x)_0\), i imenno oni tvorjat polny sistem osnovnyh funkcij za to"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex,230,"izvodna posrědstvom (12) može se izraziti ravno tako črez izvodne od \(f(dx)\), vzete za \(x=(x)_0\), kako sootvětno stvorjena izvodna od \(G(dv)\) može byti izraže"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex,238,"vsaka invarianta od \(f(dx)=F(du)\), vzeta v městě \(x=(x)_0\), stavaje projektivna invarianta \(F_\rho(\delta u,du)\), a"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex,238,"tedy \(F_\rho(\delta u,du)\) stavajut invariantami \(\Psi_\rho(\delta x,dx)\), vzetyimi za \(x=(x)_0\) -- za \(x=(x)_0\) \(du,\delta u\) prěhodet v \(dx,\delta x\)"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,93,"Glubši pogled v bazisne pytanja, takože za obščejša polja, daje vvedenje pojma modula, ktory treba razuměti tako, že on obhvača"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,93,"cij jednej neopreděljenej. --- Modul iz homogenyh form od \(n\) neopreděljenyh, obščejše iz polinomov, nastupaje prvy raz pri Hilbertu (\emph{Annalen} 36); \(\frS\)"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"jah, kde každy ideal v \(\frS\) jest konečny. To samo razmysljenje pokazuje, že obščejše každy ideal v oblasti cělyh elementov nadpolja jest konečny. Osoblivo za cě"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex,117,"t konečny, zajedno proizhodit fundamentalna sistema za relativne polja, ktora v obščem slučaju bude iměti vyše elementov, než pokazuje relativny stepen.\footnote{Po"
