"evidence_id","archive","member_path","bytes","sha256","width_px","height_px","mode","dpi_x","dpi_y","review_scale_dpi","source_scan_index","printed_folio","expose","scope","evidence_role","qa_disposition","parent_scan_sha256"
"SGA7II-XX-XXI-SRCIMG-0047","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/frobenius_and_Ou_native300_to_5000dpi.png","60760","C1D9F1969BD57E2956A40CDD1FFF60EFA5BC5683B8B2B760779FF53A30E45367","15003","5001","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0048","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/generic_fiber_H0_native300_to_5000dpi.png","52590","D77BA2499EDBE5B5A19EBABC24F1CBB9C9B9F4A02638F89A0742DDBB714E1B9A","18337","3834","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0049","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_3_details_5000dpi/hasse_witt_native300.png","12893","1DF33ED2868BDCEB049B5AFA0F9BF22437306C80FF3F03FD54B8920E534A32AD","1500","520","1","71.984","71.984","5000","378","371","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0050","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_4_idx382_384_1100dpi/Number12-383.png","1952314","F4C19B012B5059FE3722EF05CACA49792000FBDF9F9570E5CBE6259F04B192CF","7380","11000","RGB","1099.998","1099.998","1100","382","375","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0051","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_4_idx382_384_1100dpi/Number12-384.png","1894142","41E6AABBEA0120119797811DCD3FB8526A924A7BB56B8DAA060018B279FB3124","7380","11000","RGB","1099.998","1099.998","1100","383","376","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0052","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_4_idx382_384_1100dpi/Number12-385.png","2187254","BC39FC307BE863E16F925C4F472B36212C156C7EAFFD1AFED2572DE8D795D3A1","7380","11000","RGB","1099.998","1099.998","1100","384","377","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0053","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_4_details_5000dpi/formula_1_4_5_1_4_6_native300_to_5000dpi.png","183460","96E04797979C498FFCD5B15C6679296EC3CF28122562B7FEDB08B7226FDEA8EB","29173","9502","1","71.984","71.984","5000","382","375","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0054","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_4_details_5000dpi/formula_1_4_8_native300_to_5000dpi.png","138337","174E6420896923AD22D0BB4FBB102AFDF2503D229B10CE7230C4FCB8F3D4B4BD","29339","8335","1","71.984","71.984","5000","382","375","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0055","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_theorem1_4_details_5000dpi/projective_coordinates_native300_to_5000dpi.png","57833","8D1B9FD496673D3741DC30286CCDB72D9C48DEAF43E2BC5731A0E5F81DE6C786","20838","4001","1","71.984","71.984","5000","382","375","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0056","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section2_idx385_386_1100dpi/Number12-386.png","2185404","B93AC46F9CC7C1633E5FC5798952DB5DAEB47ACBDBA9FA437630178F09045461","7380","11000","RGB","1099.998","1099.998","1100","385","378","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0057","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section2_idx385_386_1100dpi/Number12-387.png","1873151","50E7B789F6BB965A19F69D2DEBF66D5BF40C84A06FA467AA30B78D4B8A27ED89","7380","11000","RGB","1099.998","1099.998","1100","386","379","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0058","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section2_details_5000dpi/cycles_and_Galois_map_native300_to_5000dpi.png","131339","9F748B30DCEA7C52013B8A15052738A95777F58E885245BF40D85B9579B4157A","30006","11669","1","71.984","71.984","5000","385","378","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0059","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section2_details_5000dpi/finite_M_native300_to_5000dpi.png","221342","B5A5FE228092841552DF6D5D8941246273661E0CA55462EC8CD81D61515A7D12","29173","10335","1","71.984","71.984","5000","385","378","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","targeted_source_crop","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0060","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section3_idx387_389_1100dpi/Number12-388.png","1786337","B556181683F691B01EAC364DA394B6B0C4E7220070C6DE4B6E881308C3BFE01B","7380","11000","RGB","1099.998","1099.998","1100","387","380","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0061","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section3_idx387_389_1100dpi/Number12-389.png","1682498","298C87B248B48CE7CAE0E496705D5B6B68B8E4E47090A612E15E6A7EFA4D1FC8","7380","11000","RGB","1099.998","1099.998","1100","388","381","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0062","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section3_idx387_389_1100dpi/Number12-390.png","1834926","7AC66CA3AD78EC7C5729E2116B06E8650123AA38AAA1E8FFAA2EBCCCCBDB8BB1","7380","11000","RGB","1099.998","1099.998","1100","389","382","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0063","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section4_idx390_391_1100dpi/Number12-391.png","1731247","751342FC335BCA38AB1510EEC1468157085BB06C9621EC46530426FBF39A4651","7380","11000","RGB","1099.998","1099.998","1100","390","383","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
"SGA7II-XX-XXI-SRCIMG-0064","SGA7II_ExposeXX_XXI_SourceAudit_Images_idx364_391_Through_XXI_4_20260802.zip","translated_idx364_391/expose_XXI_section4_idx390_391_1100dpi/Number12-392.png","2839762","AA9E2853F9B36A9FA4ECAD07266178ED10F77CB6CE75A004346788AB5D690474","7380","11000","RGB","1099.998","1099.998","1100","391","384","XXI","Expose XX Section 4.4 through complete Expose XX and Expose XXI through Section 4 and bibliography","full_source_page","used_for_translated_checkpoint_qa","FA679DEBFC8ADA3232D7E752A1837FC6CE474488E20A44D7641CF296876E1297"
