delta_row_id,branch_commit,embedded_branch_head,language_gate,sublane,concept,target_rendering,term_alternatives_or_register_notes,source_file,source_context_locator,source_evidence_id,formula_neighboring_usage_note,reviewer_question,status_label,route_to_lane,hard_boundary,authority_boundary,b3_route,row_origin
212DFB-DRAFT-0028,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-17:utf16-17,FA-IDEAL-002-E004,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0029,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-18:utf16-67,FA-IDEAL-002-E005,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0030,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-23:utf16-1,FA-IDEAL-002-E006,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0031,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-25:utf16-60,FA-IDEAL-002-E007,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0032,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-27:utf16-26,FA-IDEAL-002-E008,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0033,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-29:utf16-41,FA-IDEAL-002-E009,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0034,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-30:utf16-53,FA-IDEAL-002-E010,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0035,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-2:line-31:utf16-37,FA-IDEAL-002-E011,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0036,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-6:line-9:utf16-38,FA-IDEAL-002-E012,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0037,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-6:line-14:utf16-38,FA-IDEAL-002-E013,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0038,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-6:line-30:utf16-47,FA-IDEAL-002-E014,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0039,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-6:line-32:utf16-41,FA-IDEAL-002-E015,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0040,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-3:utf16-44,FA-IDEAL-002-E016,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0041,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-5:utf16-37,FA-IDEAL-002-E017,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0042,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-9:utf16-43,FA-IDEAL-002-E018,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0043,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-11:utf16-5,FA-IDEAL-002-E019,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0044,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-13:utf16-87,FA-IDEAL-002-E020,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0045,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-15:utf16-35,FA-IDEAL-002-E021,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0046,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-17:utf16-56,FA-IDEAL-002-E022,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0047,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-19:utf16-66,FA-IDEAL-002-E023,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0048,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-002_Shahrood_zero_divisor_matrix_rings.pdf,pdf-page-10:line-21:utf16-52,FA-IDEAL-002-E024,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0049,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-1:utf16-42,FA-IDEAL-003-E001,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0050,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-1:utf16-55,FA-IDEAL-003-E002,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0051,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-13:utf16-74,FA-IDEAL-003-E003,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0052,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-15:utf16-18,FA-IDEAL-003-E004,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0053,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-23:utf16-4,FA-IDEAL-003-E005,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0054,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-25:utf16-26,FA-IDEAL-003-E006,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0055,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ideal,ایدهآل,ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-34:utf16-75,FA-IDEAL-003-E007,"Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.",Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
212DFB-DRAFT-0056,212dfb1c7728f7c23274714434aa35d590e1aab7,c7fb7e644e04102b67cc5da379ba9d4226feaef8,fa_IR,Persian/Farsi Iran,ring,حلقه,source form only; no accepted terminology claim,source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf,pdf-page-4:line-34:utf16-88,FA-IDEAL-003-E008,Use only with the exact source context row.,Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?,generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation; carried by 212dfb branch-visible packet,Persian/Farsi draft lane only; not Dari/Tajik/Urdu,no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion,"generated-draft/non-canonical/not-native-reviewed only; no accepted terminology, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward may upload this delta sidecar; this language lane did not push,postpush_source_gated_pretranslation
