current_head,source_packet,source_use_label_5dcc,source_row_head,source_use_label_963f,source_use_label_e58,blocker_id,lane,category,gap_or_blocker,priority,observed_evidence,required_action,searched_paths_or_branch_context,active_recovery_search,next_recovery_action_81db,source_use_label,gate_guard,b3_route,boundary,blocker_origin,zip_entry_path,inferred_language_gate
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,R3_5DCC7BF5_E58_PACKET_VISIBILITY_20260706T122646Z,active-recovery-blocker-branch-visible-carry-forward,81db4ba945379e7c267ac6b5049f207e5746e65e,active-recovery-blocker-carry-forward,active-recovery-blocker-current-head-refresh,AR-AC6F4E-GAP-001,Arabic,branch-weighting,branch_weight_ledger.csv,P1-source-body-or-source-use,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706\212DFB_BRANCH_WEIGHT_LEDGER.csv,produce branch_weight_ledger.csv application rows linked to lane source bodies and hashes,source-canon-recovery | language-source-bodies/rtl-persianate-arabic | interlanguage-sidecar/rtl-persianate-arabic-9d7db086-recovery-scaffold-increment-20260706 | uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706 | uploader-transfer/non-slavic-core-96c453b5-current-head-addendum-20260706,"Check local source-canon/body index, then branch-visible R3 packets, then adjacent R6/Non-Slavic queues only as recovery context; do not consume as authority without independent gate.",Locate or verify exact source body/path/hash; keep row blocked if only pointer/comparator evidence is available.,active-recovery-blocker-row,No Arabic/Persianate/Dari/Tajik/Urdu/Hindustani/Ottoman/Pan-Turkic merge without independent source gate.,B3/package steward packages; R3 language lane does not push and does not use GitHub Issues.,"source-use/provenance/gap/generated-draft/noncanonical/not-native-reviewed; no bridge promotion, cross-gate merge, native-review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",prior-r3-5dcc-blocker,,
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-5b6243f31d98,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/11 Emmy Noether - Paper 14 - Arithmetic Theory of Algebraic Functions - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-268212499a02,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/11 Emmy Noether - Paper 15 - Integral Binary Invariants - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-566932192c3b,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/11 Emmy Noether - Paper 16 - On Series Expansion in Form Theory - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-20fd5bb7f22d,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/14 Emmy Noether - Paper 17 Sections 10-12 and Paper 18 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-326e1f618d75,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/15 Emmy Noether - Paper 17 Sections 10-12 and Paper 18 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-8cdd313d2ee0,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/18 Emmy Noether - Papers 20 and 21 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-828bd6ef58f5,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/19 Emmy Noether - Papers 20 and 21 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-d9160522c029,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/20 Emmy Noether - Paper 22 Sections 4-7 and Completion - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-0e8ddc74f19e,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/21 Emmy Noether - Paper 22 Sections 4-7 and Completion - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-9ad66f3a9fcd,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/23 Emmy Noether - Paper 23 - Algebraic and Differential Invariants - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-3f6c039c7c6b,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/24 Emmy Noether - Paper 24 Sections 4-7 - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-3944c9cf7f53,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/25 Emmy Noether - Paper 24 Sections 4-7 - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-e40c658f19da,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/26 Emmy Noether - Papers 25-29 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-14f9fb2125e6,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/27 Emmy Noether - Papers 25-29 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-e3cd08e385f6,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/28 Emmy Noether - Paper 30 Sections 6-10 and Completion - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-bb6ddc5c24a5,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/29 Emmy Noether - Paper 30 Sections 6-10 and Completion - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-767be141393b,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/30 Emmy Noether - Paper 31 Sections 3-8 and Completion - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-a7ff3f2aa4e6,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/31 Emmy Noether - Paper 31 Sections 3-8 and Completion - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-da64e1c9fe32,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/32 Emmy Noether - Papers 32 and 33 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-3646e80dac96,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/33 Emmy Noether - Papers 32 and 33 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-b0d72c0d4c71,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/34 Emmy Noether - Paper 34 Introduction and Sections 1-4 - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-be9528490fe7,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/35 Emmy Noether - Paper 34 Introduction and Sections 1-4 - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-eac39edf0859,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/36 Emmy Noether - Paper 34 Sections 5-14 - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-36dfff734ff1,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/37 Emmy Noether - Paper 34 Sections 5-14 - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-c8ec90217638,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/38 Emmy Noether - Paper 34 Sections 15-26 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-37b416649945,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/39 Emmy Noether - Paper 34 Sections 15-26 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-4471716a6b83,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/40 Noether - Selected Mathematical Papers - Modern LaTeX Draft.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-b1ef162a6f87,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/41 Noether - English Translation Drafts.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-07385cf3bb44,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/42 Emmy Noether - Papers 35-37 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-278dc189d354,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/43 Emmy Noether - Papers 35-37 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-f9918b232303,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/44 Emmy Noether - Papers 38-39 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-6f0360d5d818,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/45 Emmy Noether - Papers 38-39 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-931c1d1dd956,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/46 Emmy Noether - Paper 40 Introduction and Sections 1-5 - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-e118a0cc8087,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/47 Emmy Noether - Paper 40 Introduction and Sections 1-5 - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-c8881d77f1f9,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/48 Emmy Noether - Paper 40 Sections 6-9 - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-671b24b8e60f,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/49 Emmy Noether - Paper 40 Sections 6-9 - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-d92d9d22300a,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/50 Emmy Noether - Papers 41-42 Complete - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-53459af3d01c,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/51 Emmy Noether - Papers 41-42 Complete - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-fe4414ae29ac,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/52 Emmy Noether - Paper 43 - Idealdifferentiation - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-609d4d00fb38,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/53 Emmy Noether - Paper 43 - Idealdifferentiation - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-d137c569de1e,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/54 Emmy Noether - Paper 34 Product Table Restoration - Original German Modern LaTeX.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-b054b9d296b6,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/55 Emmy Noether - Paper 34 Product Table Restoration - English Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-65b89d56a7fc,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/56 Emmy Noether - Paper 01 - Spanish Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-1a93deeecb96,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/57 Emmy Noether - Paper 01 - Japanese Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-604a2e89c361,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/58 Emmy Noether - Paper 01 - French Translation Pilot.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-84ad18944417,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/59 Emmy Noether - Paper 02 Sections before 7 - Spanish Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-be95c260afb1,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/60 Emmy Noether - Paper 02 Sections before 7 - Japanese Translation.pdf,undetermined
9bbcb11b3e68d29ab98d3dee20ebf27855aed936,local-source-corpus-zip,,,,,ZIP-dd37ad2c853d,,pdf-or-archive-or-text-scan-recovery,,,,Extract/OCR/text-layer or inspect nested archive only under source-corpus gate; do not treat path title as translation evidence.,,,,zip-source-corpus-recovery-blocker,,,recovery blocker only; no bridge/cross-gate/native-review/license/gate/source-cert/final claim,zip-entry-recovery,zenodo-records-wget/20520501_20520501_noether-linked-multilingual/61 Emmy Noether - Spanish Translation Cumulative through Paper 02 Sections before 7.pdf,undetermined
