status,priority,lane,primary_table,row_index_previous,row_index_current,match_method,source_title,target_language_or_access_target,source_url,current_is_target_language_witness,context_reason,missing_applicable_fields_previous,exact_missing_current,alias_satisfied_current,unresolved_current,special_repair_or_reclassification,recommended_action,non_claim_boundary
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,5,5,row_index_1_based,Tiraj san remiz avek lod,Creole/contact; Kreyol / Haitian Creole,https://mit-ayiti.net/resous/tiraj-san-remiz-avek-lod/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,6,6,row_index_1_based,CAPTEH - Matematik k ap bouyi sou 3 woch dife,Creole/contact; Kreyol / Haitian Creole,https://mit-ayiti.net/resous/matematik-k-ap-bouyi-sou-3-woch-dife/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,7,7,row_index_1_based,Mauritius MIE curriculum page,Creole/contact; Mauritian/Seychellois/Indian Ocean Creoles,https://mie.ac.mu/curriculum.html,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,8,8,row_index_1_based,MIE curriculum books page,Creole/contact; Mauritian/Seychellois/Indian Ocean Creoles,https://web.mie.ac.mu/curriculum_books/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,9,9,row_index_1_based,MIE FPLNS implementation guidelines,Creole/contact; Mauritian/Seychellois/Indian Ocean Creoles,https://web.mie.ac.mu/wp-content/uploads/2025/01/Implementation-guidelines_abridged.pdf,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,10,10,row_index_1_based,NERDC primary 4-6 mathematics curriculum,Creole/contact; Nigerian Pidgin,https://nerdc.gov.ng/content_manager/primary/pri4-6_maths.pdf,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,11,11,row_index_1_based,Aruba bilingual education policy note,Creole/contact; Papiamento/Papiamentu - Aruba,https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Pa-un-Ensenansa-Bilingual-na-Aruba-beleidsnota-1988.pdf,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,12,12,row_index_1_based,Aruba integrated language policy stakeholder appendix,Creole/contact; Papiamento/Papiamentu - Aruba,https://www.ea.aw/pages/wp-content/uploads/t/taalbeleid/Integraal-Taalbeleid-Bijlage-mei-2023.pdf,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,13,13,row_index_1_based,Suriname Vooruit met Taal multilingual source book,Creole/contact; Sranan / Saramaccan / Ndyuka / Guyanese Creole,https://gov.sr/wp-content/uploads/2023/10/VOORUIT-MET-TAAL-Leerjr-8-Bronnenboek-Meertaligheid.pdf,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,14,14,row_index_1_based,Suriname official language context page,Creole/contact; Sranan / Saramaccan / Ndyuka / Guyanese Creole,https://gov.sr/suriname/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,15,15,row_index_1_based,Jakhukipawinaka 1 - Aymara. Fichas de trabajo de matematicas del 1st Primaria - Aimara,Indigenous Americas; Aymara,https://repositorio.minedu.gob.pe/handle/20.500.12799/11963,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,16,16,row_index_1_based,Curriculo base y curriculo regionalizado de la nacion quechua,Indigenous Americas; Bolivia Quechua candidate,https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,17,17,row_index_1_based,1 yupana-Quechua Central. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Central,Indigenous Americas; Quechua Central,https://repositorio.minedu.gob.pe/handle/20.500.12799/11978,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,18,18,row_index_1_based,1 yupana-Quechua Chanka. Fichas de Trabajo de Matematicas del 1st Primaria - Quechua Chanka,Indigenous Americas; Quechua Chanka,https://repositorio.minedu.gob.pe/handle/20.500.12799/11979,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,19,19,row_index_1_based,ASL-STEM home/category index,Signed language; ASL,https://aslstem.cs.washington.edu/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,20,20,row_index_1_based,ASL-CORE Physics: Equation,Signed language; ASL,https://aslcore.org/physics/entries/?id=equation,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,21,21,row_index_1_based,ASL-CORE Computer Science: Array,Signed language; ASL,https://aslcore.org/computerscience/entries/?id=array,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,22,22,row_index_1_based,Sign2MINT category count: Astronomie,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,23,23,row_index_1_based,Sign2MINT category count: Biologie,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,24,24,row_index_1_based,Sign2MINT category count: Chemie,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,25,25,row_index_1_based,Sign2MINT category count: Geowissenschaft,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,26,26,row_index_1_based,Sign2MINT category count: Informatik,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,27,27,row_index_1_based,Sign2MINT category count: Mathematik,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,28,28,row_index_1_based,Sign2MINT category count: Medizin,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,29,29,row_index_1_based,Sign2MINT category count: Physik,Signed language; DGS,https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,30,30,row_index_1_based,Sign2MINT candidate entry pointer: Median (15390698211663808:704),Signed language; DGS,https://sign2mint.de/entry/Median/15390698211663808%3A704,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,31,31,row_index_1_based,Sign2MINT candidate entry pointer: Median (15390698211663808:705),Signed language; DGS,https://sign2mint.de/entry/Median/15390698211663808%3A705,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,32,32,row_index_1_based,Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763),Signed language; DGS,https://sign2mint.de/entry/Stochastik/15390698211663808%3A763,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,33,33,row_index_1_based,Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764),Signed language; DGS,https://sign2mint.de/entry/Stochastik/15390698211663808%3A764,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,34,34,row_index_1_based,Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666),Signed language; DGS,https://sign2mint.de/entry/Mathematik/5750242766511595%3A666,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,35,35,row_index_1_based,Sign2MINT candidate entry pointer: Statistik (15390698211663808:762),Signed language; DGS,https://sign2mint.de/entry/Statistik/15390698211663808%3A762,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
