printed_page	authority_pdf_page	scope_leaf	unit_id	structure	fr_tex_lines	en_tex_lines	math_segments	authority_evidence	french_audit	english_audit
81	98	19	p081.u04	paragraph-start	31-37	31-37	5	qa/s02/source/p081_authority.png; full PDF 98; scope leaf 19; Posons: decomposition and transposition	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
81	98	19	p081.u05	paragraph-start	39-47	39-47	11	qa/s02/source/p081_authority.png; full PDF 98; scope leaf 19; Il y a maintenant: first divisibility case, gcd m, primed substitution	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
81	98	19	p081.u06	continuation	49-57	49-57	11	qa/s02/source/p081_authority.png; full PDF 98; scope leaf 19; Cette équation: factors and original two-by-two E/F/K/L block	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
81	98	19	p081.u07	continuation	59-64	59-64	4	qa/s02/source/p081_authority.png; full PDF 98; scope leaf 19; On s’assurera: coprimality, squares and E/a,F/a row	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
82	99	20	p082.u01	paragraph-start; legible p^2 retained, see separate apparatus	3-18	3-18	31	qa/s02/source/p082_authority.png; full PDF 99; scope leaf 20; La différence: complete parity argument; printed p²=φ²+ψ² retained	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
82	99	20	p082.u02	paragraph-start	20-23	20-23	8	qa/s02/source/p082_authority.png; full PDF 99; scope leaf 20; Les nombres: single parity exponent statement	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
82	99	20	p082.u03	paragraph-start	25-34	25-34	13	qa/s02/source/p082_authority.png; full PDF 99; scope leaf 20; Il résulte: primed formula, general odd divisor R, citation no.196	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
82	99	20	p082.u04	paragraph-start	36-49	36-49	9	qa/s02/source/p082_authority.png; full PDF 99; scope leaf 20; Appliquant: K/a=L/a and both subsequent plus/minus-psi identities	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
83	100	21	p083.u01	continuation	3-13	3-13	5	qa/s02/source/p083_authority.png; full PDF 100; scope leaf 21; Si l’on compare: both sign alternatives in two separate displays	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
83	100	21	p083.u02	continuation	15-22	15-22	11	qa/s02/source/p083_authority.png; full PDF 100; scope leaf 21; L’équation: arbitrary root χ, congruences, and common psi+chi symbol	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
83	100	21	p083.u03	continuation	24-29	24-29	8	qa/s02/source/p083_authority.png; full PDF 100; scope leaf 21; On conclut: both equivalent product conditions	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
83	100	21	p083.u04	paragraph-start	31-43	31-43	14	qa/s02/source/p083_authority.png; full PDF 100; scope leaf 21; Ce résultat: divisible case, paired signs and resulting 2t symbol	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
83	100	21	p083.u05	paragraph-start; continues on 84	45-48	45-48	7	qa/s02/source/p083_authority.png; full PDF 100; scope leaf 21; En comparant: final condition, ending ou, ce qui est la	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
84	101	22	p084.u01	continuation of p083.u05	3-5	3-5	3	qa/s02/source/p084_authority.png; full PDF 101; scope leaf 22; page-head même chose, with both forms of a	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
84	101	22	p084.u02	paragraph-start	7-23	7-23	7	qa/s02/source/p084_authority.png; full PDF 101; scope leaf 22; Il en est: entire extension argument and t²±Mu²=p	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
84	101	22	p084.heading	heading	25-25	25-25	0	qa/s02/source/p084_authority.png; full PDF 101; scope leaf 22; Théorème II. heading	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
84	101	22	p084.u03	paragraph-start	27-36	27-36	24	qa/s02/source/p084_authority.png; full PDF 101; scope leaf 22; whole quoted theorem, both φ-divisibility cases	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
84	101	22	p084.u04	paragraph-start	38-43	38-43	7	qa/s02/source/p084_authority.png; full PDF 101; scope leaf 22; En faisant successivement a=5,a=13 and quadratic-divisor statement	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.u01	paragraph-start	3-8	3-8	10	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; whole quoted 20n+1,20n+9 corollary	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.etc	paragraph-start	10-11	10-11	0	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; indented etc.	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.u02	paragraph-start; the legible ps (without exponent) is retained	13-28	13-28	10	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; En indiquant: entire methodological revision; printed ps retained in replacement equation; Legendre citation	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.u03	paragraph-start	30-34	30-34	0	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; La démonstration ainsi modifiée	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.rule1	separating-rule	36-36	36-36	0	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; long separator rule before Addition heading	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.heading	heading	38-38	38-38	0	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; Addition au mémoire précédent. heading	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.rule2	heading-rule	40-40	40-40	0	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; short rule below Addition heading	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
85	102	23	p085.u04	paragraph-start; continues on 86	42-48	42-48	0	qa/s02/source/p085_authority.png; full PDF 102; scope leaf 23; Quoique l’indication; page ends after d’être beaucoup	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
86	103	24	p086.u01	continuation of p085.u04	3-6	3-6	0	qa/s02/source/p086_authority.png; full PDF 103; scope leaf 24; page-head simplifiées and introductory conclusion	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
86	103	24	p086.u02	paragraph-start	8-13	8-13	6	qa/s02/source/p086_authority.png; full PDF 103; scope leaf 24; Désignons par p and local label (α′), t²−bu²=ps²	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
86	103	24	p086.u03	continuation	15-33	15-33	21	qa/s02/source/p086_authority.png; full PDF 103; scope leaf 24; complete solvability, coprimality, parity reduction and p71 note reference; t′/u′ construction	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
86	103	24	p086.u04	paragraph-start	35-49	35-49	16	qa/s02/source/p086_authority.png; full PDF 103; scope leaf 24; complete factorization, three-prime rows in both directions; four visible terminal dots in each row	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
87	104	25	p087.u01	continuation of p086.u04	3-8	3-8	2	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Faisant le produit: identity with 2^nu, full written k/k-prime product and result	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
87	104	25	p087.u02	continuation	10-19	10-19	15	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Le nombre p: both residue classes, impairement pair, nu=1, and label beta-prime	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
87	104	25	p087.u03	continuation	21-39	21-39	9	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; Reprenons: both three-prime l rows, four terminal dots, product identity and label gamma-prime	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
87	104	25	p087.u04	continuation	41-53	41-53	8	qa/s03/source/p087_authority.png; full PDF 104; scope leaf 25; En mettant: congruence t²=bu², exponent (p−1)/4, full two-step substitution using beta-prime	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
88	105	26	p088.u01	continuation	3-6	3-6	5	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Cette dernière: comparison of u/p and t/b using gamma-prime	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
88	105	26	p088.u02	labelled-statement	8-13	8-13	5	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; label delta-prime, complete residue/non-residue alternatives	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
88	105	26	p088.u03	paragraph-start	15-25	15-25	7	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Décomposons: p=phi²+psi², equation with ps² and transposition	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
88	105	26	p088.u04	paragraph-start	27-41	27-41	21	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Les nombres s,t,u: s non-divisible by b, gcd m, primed substitution and divisor citation no.197	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
88	105	26	p088.u05	paragraph-start	43-52	43-52	9	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; La dernière: both factors, E/F/K/L block in original two-by-two order	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
88	105	26	p088.u06	paragraph-start; continues on p089	54-59	54-59	9	qa/s03/source/p088_authority.png; full PDF 105; scope leaf 26; Il est facile: complete first half of coprimality proof, through D’un autre	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
89	106	27	p089.u01	continuation of p088.u06	3-12	3-12	15	qa/s03/source/p089_authority.png; full PDF 106; scope leaf 27; côté: second half of coprimality proof and both square-factor symbols	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
89	106	27	p089.u02	continuation	14-35	14-35	10	qa/s03/source/p089_authority.png; full PDF 106; scope leaf 27; On a aussi: K/b,L/b, multiplied identities, reversed psi order, epsilon-prime with free signs	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
89	106	27	p089.u03	paragraph-start	37-50	37-50	19	qa/s03/source/p089_authority.png; full PDF 106; scope leaf 27; Comme on a: both roots between ±b/2, t²=chi²s², paired signs and substituting for ±t	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
90	107	28	p090.u01	continuation	3-14	3-14	6	qa/s03/source/p090_authority.png; full PDF 107; scope leaf 28; D’un autre côté: reciprocity sign, multiplying equations, cancelling s²	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
90	107	28	p090.u02	continuation	16-23	16-23	6	qa/s03/source/p090_authority.png; full PDF 107; scope leaf 28; comparison with delta-prime: labelled zeta-prime and both product tests	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
90	107	28	p090.u03	continuation	25-35	25-35	22	qa/s03/source/p090_authority.png; full PDF 107; scope leaf 28; Cette proposition: divisible case, exact b powers k and h, definitions of primed quantities and product	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
90	107	28	p090.u04	continuation; word divided at source page boundary	37-51	37-51	15	qa/s03/source/p090_authority.png; full PDF 107; scope leaf 28; Il faut: k greater-or-double-equal h versus k<h, all three b-power factorizations, reuse of h, ending der-	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
91	108	29	p091.u01	continuation of p090.u04; completes der-/nière	3-13	3-13	16	qa/s03/source/p091_authority.png; full PDF 108; scope leaf 29; nière: product m²b^r(g²+bh²), impossibility of both factors divisible, paired signs and E/K factorization	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
91	108	29	p091.u02	paragraph-start	15-21	15-21	8	qa/s03/source/p091_authority.png; full PDF 108; scope leaf 29; Or: E square, K/b=1 and EK/b relation	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
91	108	29	p091.u03	continuation	23-29	23-29	15	qa/s03/source/p091_authority.png; full PDF 108; scope leaf 29; Il est permis: adding t±psi s to t∓psi s, 2t/b=t/b times2/b, b=8n+7 or8n+3	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
91	108	29	p091.u04	inset-statement	31-34	31-34	5	qa/s03/source/p091_authority.png; full PDF 108; scope leaf 29; inset statement: −b criterion based on b=8n+7 versus8n+3	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
91	108	29	p091.u05	paragraph-start	36-40	36-40	1	qa/s03/source/p091_authority.png; full PDF 108; scope leaf 29; En réunissant: theoremI conclusion and singular parvenu as printed	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
91	108	29	p091.u06	paragraph-start; continues on p092	42-47	42-47	6	qa/s03/source/p091_authority.png; full PDF 108; scope leaf 29; Occupons-nous: theoremII setup, a,p reciprocal conditions, end plusieurs	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
92	109	30	p092.u01	continuation of p091.u06	3-12	3-12	12	qa/s03/source/p092_authority.png; full PDF 109; scope leaf 30; fois: eta-prime equation t²+au²=ps² and full coprimality and parity conditions	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
92	109	30	p092.u02	paragraph-start	14-17	14-17	12	qa/s03/source/p092_authority.png; full PDF 109; scope leaf 30; Décomposons: both explicit prime products with nu and mu, one exponent zero	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
92	109	30	p092.u03	paragraph-start	19-32	19-32	5	qa/s03/source/p092_authority.png; full PDF 109; scope leaf 30; L’équation eta-prime: p/k row ends three dots; k/p row ends four; complete u/p product with2^nu	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
92	109	30	p092.u04	continuation	34-52	34-52	9	qa/s03/source/p092_authority.png; full PDF 109; scope leaf 30; Il résulte: both a/l and l/a reciprocal rows with four terminal dots, full l-product and mu factors	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
92	109	30	p092.u05	paragraph-start; continues on p093	54-55	54-55	1	qa/s03/source/p092_authority.png; full PDF 109; scope leaf 30; Distinguons: parity cases, source ends Si	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
93	110	31	p093.u01	continuation of p092.u05	3-17	3-17	15	qa/s03/source/p093_authority.png; full PDF 110; scope leaf 31; u est pair: mu=0, t/a=t/p, u/p=(-1)^((p−1)/4), complete p=8n+1/8n+5 proof	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
93	110	31	p093.u02	paragraph-start	19-21	19-21	5	qa/s03/source/p093_authority.png; full PDF 110; scope leaf 31; Passons: t even,u odd, nu=0, u/p=1	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
93	110	31	p093.u03	paragraph-start	23-34	23-34	18	qa/s03/source/p093_authority.png; full PDF 110; scope leaf 31; Si les nombres: both equal-form and mixed-form cases, impairement pair, mu=1 and exponent order a then p	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
93	110	31	p093.u04	continuation	36-40	36-40	6	qa/s03/source/p093_authority.png; full PDF 110; scope leaf 31; Si nous réunissons: inset complete two-case summary, exponent order p then a	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
93	110	31	p093.u05	paragraph-start; announces p094 statement	42-44	42-44	2	qa/s03/source/p093_authority.png; full PDF 110; scope leaf 31; En comparant: full congruence including u exponent, announcement of theorem at next page	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
94	111	32	p094.u01	labelled-statement announced on p093	3-16	3-16	9	qa/s03/source/p094_authority.png; full PDF 111; scope leaf 32; label open-theta-prime, entire two-case inset statement and both paired alternatives	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
94	111	32	p094.u02	paragraph-start	18-24	18-24	7	qa/s03/source/p094_authority.png; full PDF 111; scope leaf 32; Décomposons: p as sum of squares, psi even, product with ps andau²	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
94	111	32	p094.u03	paragraph-start	26-27	26-27	2	qa/s03/source/p094_authority.png; full PDF 111; scope leaf 32; Premier cas: phi not divisible by a	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
94	111	32	p094.u04	paragraph-start	29-40	29-40	19	qa/s03/source/p094_authority.png; full PDF 111; scope leaf 32; Comme: gcd m, primed product, all coprimality clauses and citation no.197	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
94	111	32	p094.u05	paragraph-start	42-55	42-55	8	qa/s03/source/p094_authority.png; full PDF 111; scope leaf 32; Désignant: E,K,F,L, original two-by-two factor array, coprime squares and E/a,F/a	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
94	111	32	p094.u06	continuation; continues on p095	57-59	57-59	8	qa/s03/source/p094_authority.png; full PDF 111; scope leaf 32; Il faut: u even first, u-prime=u/m, odd binomial, page ends seront donc	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
95	112	33	p095.u01	continuation of p094.u06	3-15	3-15	8	qa/s03/source/p095_authority.png; full PDF 112; scope leaf 33; dans ce cas: K/a,L/a then EK/a,FL/a, reversing t−psi s and free-sign formula	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
95	112	33	p095.u02	paragraph-start	17-35	17-35	34	qa/s03/source/p095_authority.png; full PDF 112; scope leaf 33; Passons: u odd, both 8n cases, K=2^beta K-prime, highest power of2, complete proof forK andL and repeated product identities	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
95	112	33	p095.u03	paragraph-start; continues on p096	37-40	37-40	8	qa/s03/source/p095_authority.png; full PDF 112; scope leaf 33; Le nombre u: a=8n+5, binomial8n+4, both K,L even, ends chacun	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
96	113	34	p096.u01	continuation of p095.u03	3-18	3-18	20	qa/s03/source/p096_authority.png; full PDF 113; scope leaf 34; d’eux: K=2K-prime,L=2L-prime, all individual signs, multiplied products and double-sign result	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
96	113	34	p096.u02	continuation	20-23	20-23	4	qa/s03/source/p096_authority.png; full PDF 113; scope leaf 34; En résumant: full quoted u-even/u-odd statement	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
96	113	34	p096.u03	paragraph-start	25-34	25-34	11	qa/s03/source/p096_authority.png; full PDF 113; scope leaf 34; On a vu: even case compared with open-theta-prime, both equal/opposite character alternatives	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
96	113	34	p096.u04	continuation; continues on p097	36-43	36-43	7	qa/s03/source/p096_authority.png; full PDF 113; scope leaf 34; On a également vu: odd case, both power signs and full comparison, ends lorsque	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
97	114	35	p097.u01	continuation of p096.u04	3-11	3-11	6	qa/s03/source/p097_authority.png; full PDF 114; scope leaf 35; u est impair: repeated equality/opposite alternatives and common conclusion	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
97	114	35	p097.u02	quoted-statement	13-16	13-16	6	qa/s03/source/p097_authority.png; full PDF 114; scope leaf 35; quoted theorem: biquadratic and non-biquadratic cases, both free double signs	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
97	114	35	p097.u03	paragraph-start	18-32	18-32	17	qa/s03/source/p097_authority.png; full PDF 114; scope leaf 35; Comme: full root choice and congruence comparison, replacement of ±t by chi s, product identity	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
97	114	35	p097.u04	continuation	34-39	34-39	11	qa/s03/source/p097_authority.png; full PDF 114; scope leaf 35; D’un autre côté: other character equation, memberwise product including s²/a, both final chi(chi+psi) tests	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
97	114	35	p097.u05	paragraph-start; continues on p098	41-43	41-43	4	qa/s03/source/p097_authority.png; full PDF 114; scope leaf 35; Ces résultats: phi divisibility cases, end L’analyse qu’il faut appliquer	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u01	continuation of p097.u05	3-6	3-6	0	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; à ce second cas: explicit statement that analogous proof is not developed here	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u02	quoted-statement	8-10	8-10	7	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; quoted phi-divisible-by-a conclusion, 8n+1 versus8n+5	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u03	paragraph-start	12-14	12-14	0	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; Ce résultat: theoremII linkage	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u04	paragraph-start	16-22	16-22	4	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; On a sans doute: replacing even-square root psi by odd-square root phi	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u05	paragraph-start	24-28	24-28	4	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; Les résultats: delta-prime and open-theta-prime, singular appuyé, Gauss, a=5 introduction	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u06	quoted-statement	30-35	30-35	10	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; complete quoted20n+1 and20n+9 examples, p=t²+5u² and parity reversal	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u07	paragraph-start	37-43	37-43	5	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; Les théorèmes: both displayed original equations and both in-text alternative equations	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u08	paragraph-start	45-47	45-47	1	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; En traitant: first alternative equation and b=3 example introduction	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.u09	quoted-statement	49-53	49-53	8	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; complete quoted12n+1 example, p=t²+3u², t odd, 12n±1 versus12n±5	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
98	115	36	p098.rule	terminal-rule	55-55	55-55	0	qa/s03/source/p098_authority.png; full PDF 115; scope leaf 36; final horizontal rule; no following author text	SOURCE_CONFIRMED	FULL_CORRESPONDENCE_REVIEWED
