"active_row_id","target_family","language_access_target","bucket","scoped_sufficiency_or_gap_scope","coverage_state","strict_witness_count","explicit_gap_count","strict_witness_ids","gap_ids","source_witness_or_gap_basis","known_source_urls","known_local_paths","known_sha256s","license_access_signals","language_topic_evidence","draft_output_route","acquisition_output_route","next_gate","non_claim_boundary"
"R6-ACTIVE-026","Indigenous Americas","Aymara","source_canon_insufficient","source_acquisition_or_gap_only","strict_witness_plus_explicit_blockers","1","1","R6-QA-SAR-003","R6-URL-GAP-001","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","https://repositorio.minedu.gob.pe/handle/20.500.12799/11963","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_aymara_jakhukipawinaka_matematicas_1primaria.pdf","702b3f1dcf4d949f653c696b58c22b5d060f1274ef9bd51f13a42516c9b5ea90","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Aymara; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","no Quechua/Aymara bridge, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-027","Indigenous Americas","Bolivia Quechua","source_canon_insufficient","source_acquisition_or_gap_only","retry_capture_plus_explicit_blockers","0","2","","R6-GAP-AUTO-017; R6-GAP-AUTO-018","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-028","Indigenous Americas","Bolivia Quechua candidate","source_canon_insufficient","source_acquisition_or_gap_only","strict_witness_metadata_only","1","0","R6-IA-P3-003","","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","https://www.minedu.gob.bo/files/publicaciones/upiip/cr-indigenaquechua.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Curriculo_base_y_curriculo_regionalizado_de_la_nacion_quechua_Curriculo_base_y_curriculo_r.pdf","6ae6ed54d160805ca355600efdfea857ab1029f371dc808b968c56e291f04d9b","license/reuse pending; source-owner/reviewer return required","Bolivia Quechua; curriculum; candidate exact source; PDF; local knowledge; math-access context","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-029","Indigenous Americas","Bolivia Quechua longitudes","source_canon_insufficient","source_acquisition_or_gap_only","retry_capture_plus_explicit_blockers","0","1","","R6-GAP-AUTO-019","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-030","Indigenous Americas","Bolivia Red Minedu repository","source_canon_insufficient","source_acquisition_or_gap_only","retry_capture_plus_explicit_blockers","0","1","","R6-IA-P3-002","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Record Bolivia Quechua/EIB source-owner or qualified reviewer route plus reuse/license decision before source-authority, terms, excerpts, OCR reuse, translation, visual inventory, pilot, or package payload movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-031","Indigenous Americas","Ecuador EIB","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","2","","R6-GAP-AUTO-020; R6-GAP-AUTO-021","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv as route blocker/provenance metadata only; resolve official CNIB/Kichwa PDF source-body access and keep each Ecuador CNIB language/level separate before support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-032","Indigenous Americas","Ecuador Ministry EIB pages","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","2","","R6-IA-P3-004; R6-IA-P3-005","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_ECUADOR_EIB_KICHWA_CNIB_ROUTE_RETRY_ADDENDUM_20260705.csv for the CNIB/Kichwa route blocker; keep R6-IA-P3-005 unresolved separately until the EGB Intercultural Bilingue page is retried.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-033","Indigenous Americas","Guatemala DIGEBI product pages","source_canon_insufficient","source_acquisition_or_gap_only","retry_capture_plus_explicit_blockers","0","1","","R6-IA-P3-006","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv as capture provenance only; record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before source-authority, terms, excerpts, translation, visual inventory, pilot, or package payload movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-034","Indigenous Americas","Guatemala Uspanteko","source_canon_insufficient","source_acquisition_or_gap_only","retry_capture_plus_explicit_blockers","0","2","","R6-GAP-AUTO-022; R6-GAP-AUTO-023","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_GUATEMALA_USPANTEKO_DIGEBI_SOURCE_CAPTURE_ADDENDUM_20260705.csv as capture provenance only; record DIGEBI/source-owner or qualified Uspanteko education reviewer route plus reuse/license decision before source-authority, terms, excerpts, translation, visual inventory, pilot, or package payload movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-035","Indigenous Americas","Hnahnu/Otomi","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","2","","R6-IA-P3-D002; R6-IA-P3-D006","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-036","Indigenous Americas","Maya","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","2","","R6-IA-P3-D003; R6-IA-P3-D007","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-037","Indigenous Americas","Mexico CONALITEG Indigenous primary","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","1","","R6-GAP-AUTO-024","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-038","Indigenous Americas","Mexico CONALITEG viewers/catalogue","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","5","","R6-IA-P3-007; R6-IA-P3-008; R6-IA-P3-009; R6-IA-P3-010; R6-IA-P3-011","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-039","Indigenous Americas","Mexico CONALITEG/Nanahuatzin","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","1","","R6-IA-P3-D004","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-040","Indigenous Americas","Mexico Nahuatl/Hnahnu/Maya/Nanahuatzin","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","1","","R6-GAP-AUTO-025","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-041","Indigenous Americas","Nahuatl","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","2","","R6-IA-P3-D001; R6-IA-P3-D005","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use NOETHER_R6_MEXICO_CONALITEG_INDIGENOUS_ROUTE_RETRY_ADDENDUM_20260705.csv as catalogue-route blocker/provenance metadata only; resolve linked book/viewer/PDF source-body access or source-owner route before any support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-042","Indigenous Americas","Nahuatl / Indigenous-language education candidate","source_canon_insufficient","source_acquisition_or_gap_only","candidate_route_only_not_witness","0","0","","","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","If pursued, inspect repository source-body language and mathematics content under a separate capture policy, record file hashes, license scope, source-owner/reviewer route, and B3 payload boundary before any movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-043","Indigenous Americas","Paraguay Guarani","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","1","","R6-GAP-AUTO-026","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-044","Indigenous Americas","Paraguay Guarani/Matematica PRODEPA","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","1","","R6-GAP-AUTO-027","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-045","Indigenous Americas","Paraguay MEC CMS","source_canon_insufficient","source_acquisition_or_gap_only","route_retry_metadata_blocker","0","1","","R6-IA-P3-001","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Resolve MEC page/direct file links through allowed browser/API/source-owner/manual route; if captured later, record exact URL, local path, byte count, SHA-256, language/topic tags, source-owner/reviewer route, and reuse/license signal before support movement.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-046","Indigenous Americas","Peru Quechua/Aymara","source_canon_insufficient","source_acquisition_or_gap_only","explicit_blocker_only","0","1","","R6-GAP-AUTO-028","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Wait for reviewer/source-owner/reuse returns; no duplication.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-047","Indigenous Americas","Peru Quechua/Aymara existing reader","source_canon_insufficient","source_acquisition_or_gap_only","explicit_blocker_only","0","1","","R6-GAP-AUTO-029","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Do not duplicate Peru EIB reader; wait for reviewer/source-owner/reuse returns.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-048","Indigenous Americas","Quechua Central","source_canon_insufficient","source_acquisition_or_gap_only","strict_witness_plus_explicit_blockers","1","1","R6-QA-SAR-001","R6-URL-GAP-002","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","https://repositorio.minedu.gob.pe/handle/20.500.12799/11978","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_central_1_yupana_matematicas_1primaria.pdf","2dd710ac1f78dd0efbfcdc2d031f7d2ef16bd477a525f4e9e23c11a99813e284","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Central; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-049","Indigenous Americas","Quechua Chanka","source_canon_insufficient","source_acquisition_or_gap_only","strict_witness_plus_explicit_blockers","1","1","R6-QA-SAR-002","R6-URL-GAP-003","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","https://repositorio.minedu.gob.pe/handle/20.500.12799/11979","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T190000Z_r6_indigenous_creole_sign_source_capture_pass1\downloaded_evidence\indigenous_american\minedu_quechua_chanka_1_yupana_matematicas_1primaria.pdf","006de1956e982cfef9e8c75d7a54c7b06b7745dc8561383070e24f7672c68d05","openAccess CC-BY-4.0 per DSpace metadata; attribution sidecar still required before reuse","Quechua Chanka; EIB; school mathematics; numeracy; PDF; text extract; Peru Minedu","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","no Quechua macrostandard, copied excerpt, term promotion, translation, constructed crosswalk, surface, or pilot | Retry through browser/manual/source-owner route before treating live URL as stable; do not change license/source-authority state.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-050","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, and adjacent Indigenous-language targets","source_canon_insufficient","source_acquisition_or_gap_only","explicit_blocker_only","0","1","","R6-SRCARCH-GAP-001","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Continue official source capture and reviewer/source-owner routes; do not infer technical register from TeX gap.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-051","Indigenous Americas","Quechua/Kichwa, Aymara, Guarani, Uspanteko, Nahuatl/Hnahnu/Maya/Nanahuatzin, and adjacent Indigenous-language targets","source_canon_insufficient","source_acquisition_or_gap_only","explicit_blocker_only","0","1","","R6-GITHUB-GAP-001","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","If a repository is found, verify target-language mathematical content, license/access status, hashable source files, and reviewer/source-owner route before any use.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-052","Signed language","ASL","source_canon_insufficient","source_acquisition_or_gap_only","strict_witness_metadata_only","3","0","R6-ASL-SAR-001; R6-ASL-SAR-002; R6-ASL-SAR-003","","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","https://aslstem.cs.washington.edu/ || https://aslcore.org/physics/entries/?id=equation || https://aslcore.org/computerscience/entries/?id=array","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslstem_home.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_physics_equation.html || C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260630T213000Z_r6_kreyol_asl_source_capture_pass3\html_captures\asl\aslcore_computerscience_array.html","58c115cae26182c4ed173c46c0482ca5cf9451a8eb468cf16bf047547ad49741 || a9fdc95f9ed5d4ac20a3d0d1e2290d3a548a3fb32455691f3809ffec9dceeccd || bf36cbb7c99b18ea36694830c64aa281be6942d96b6957909311500b746edaad","Does the site permit linking, embedding, screenshots, derived stills, or only external pointers? Captured footer/status must be checked before any media reuse. || May the Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced? || May either Vimeo route be linked, embedded, quoted as metadata, screenshotted, or only externally referenced?","ASL; STEM; video-first; equation; array; algebra-access; source-route; media-gate","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot | no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot | no accepted sign, copied video/media, derived still, translation, constructed surface, or pilot","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-053","Signed language","ASL, LSQ, DGS, International Sign comparator, and future signed-language rows","source_canon_insufficient","source_acquisition_or_gap_only","explicit_blocker_only","0","1","","R6-GITHUB-GAP-003","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","If a sign/access repository is found, verify media/source ownership, license/access, video/sign authority, reviewer route, and captions/transcripts separately.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
"R6-ACTIVE-054","Signed language","ASL, LSQ, DGS, International Sign, future signed-language rows","source_canon_insufficient","source_acquisition_or_gap_only","explicit_blocker_only","0","1","","R6-SRCARCH-GAP-003","Use existing crosswalk/gap/provenance rows; exact source-canon sufficiency not recorded for draft support.","","","","","","","NOETHER_R6_SOURCE_ACQUISITION_ACTIONS_FOR_INSUFFICIENT_ROWS_20260705.csv","Use local signed-language source routes, video/access metadata, and media/reviewer gates.","draft/noncanonical/source-canon metadata only; not native review, canonical approval, accepted terminology, license clearance, gate promotion, translation completion, pilot, or Git push"
