const,const_lat,const_ar,const_artr,const_zh,n,bayer,common,lon_d,lon_m,lat_d,lat_m,dir,mag,arabic,note
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,4,η,,169,25,1,10,N,3,المقدم من الاربعة التي في الجناح الأيسر,-
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,5,γ,Porrima,174,20,2,50,N,3,الكوكب الذي يلو هذا,Porrima
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,6,δ,,175,30,8,30,N,3,الذي في الظفر الأيمن تحت الثدي,-
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,7,,,182,10,1,40,N,4,المؤخر من هذه الاربعة,-
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,8,λ,,201,10,0,30,N,4,الذي على طرف القدم اليسرى,-
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,9,μ,,203,50,9,50,N,4,الشمالي الذي على طرف القدم اليمنى,-
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,10,ι,,197,50,7,30,N,4,الذي على مجرى ذيل السنبلة,-
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,11,ε,Vindemiatrix,173,20,15,10,N,3,الذي في الجناح الشمالي (المقدم للقطاف),Vindemiatrix
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,12,α,Spica,187,50,2,0,S,1,النيّر الذي على طرف يدها اليسرى (السُّنبلة / السماك الأعزل),Spica
Virgo,Virgo,السنبلة,as-sunbulah / al-adhra,室女座,13,ζ,,186,0,8,40,N,3,الكوكب الذي على منطقتها,-
Libra,Libra,الميزان,al-mizan,天秤座,1,α,Zubenelgenubi,209,10,2,0,N,2,,Zubenelgenubi
Libra,Libra,الميزان,al-mizan,天秤座,2,μ,,208,10,2,30,N,5,,-
Libra,Libra,الميزان,al-mizan,天秤座,3,β,Zubeneschamali,213,20,8,20,N,2,,Zubeneschamali
Libra,Libra,الميزان,al-mizan,天秤座,4,ι1,,215,10,1,40,S,4,,-
Libra,Libra,الميزان,al-mizan,天秤座,5,ν1,,212,30,1,15,N,4,,-
Libra,Libra,الميزان,al-mizan,天秤座,6,γ,,219,0,4,45,N,4,,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,1,β,,227,40,1,20,N,3,الذي عند الشوكة وهي الشولة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,2,δ,,226,50,1,40,S,3,المؤخر من الاثنين اللذين في الشولة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,3,π,,226,50,5,0,S,3,المقدم منهما,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,4,σ,,231,30,3,45,S,3,الشمالي الذي يتلو الشولة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,5,α,Antares,233,50,4,0,S,2,الشمالي من الثلثة التي بين عيني العقرب,Antares
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,6,τ,,235,40,5,30,S,3,المتوسط من هذه الثلثة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,7,,,239,40,11,0,S,3,الكوكب الجنوبي من هذه الثلثة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,8,μ,,240,0,15,0,S,3,المقدم من الثلثة المضيئة في صدر العقرب,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,9,ζ1,,241,10,18,40,S,4,قلب العقرب وهو الأوسط منها الأحمر,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,10,η,,244,20,19,30,S,3,الكوكب المؤخر من هذه الثلثة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,11,θ,,249,20,18,50,S,3,الذي يلوه في الخَرَزة الأولى,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,12,ι,,251,40,16,40,S,3,الذي في الخَرَزة الثانية,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,13,κ,,250,10,15,10,S,3,الأضعف الشمالي في الخَرَزة الثالثة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,14,λ,Shaula,248,40,13,20,S,3,الذي يتلوه في الخَرَزة الرابعة,Shaula
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,15,υ,,248,10,13,30,S,4,التالي في الخَرَزة الخامسة,-
Scorpius,Scorpius,العقرب,al-aqrab,天蝎座,16,,,252,20,13,15,S,neb,الذي يتلوه في الخَرَزة السادسة,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,1,γ,,255,40,6,20,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,2,δ,,258,50,6,30,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,3,ε,,259,10,10,50,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,4,λ,,260,10,1,30,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,5,μ,,257,50,2,50,N,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,6,σ,,266,30,3,10,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,7,φ,,264,10,3,45,S,4,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,8,,,266,20,0,45,N,neb,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,9,β,,268,50,23,0,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,10,τ,,268,50,4,30,S,4,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,11,ζ,,267,30,6,45,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,12,α,,268,10,18,0,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,13,η,,257,50,13,0,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,14,θ,,278,30,13,30,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,15,ι,,277,30,20,10,S,3,,-
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,16,ω,,274,0,6,30,S,1,,ucertain-mag
Sagittarius,Sagittarius,القوس,al-qaws / ar-rami,人马座,17,,,280,0,4,50,S,5,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,1,α1,,288,30,7,20,N,3,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,2,ν,,288,50,6,40,N,6,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,3,β,,288,30,5,0,N,3,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,4,ο,,288,10,0,45,N,6,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,5,π,,289,50,1,45,N,6,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,6,ρ,,290,0,1,30,N,6,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,7,ψ,,292,0,6,30,S,4,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,8,ω,,292,50,8,40,S,4,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,9,ζ,,301,20,6,50,S,4,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,10,,,301,30,6,0,S,5,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,11,γ,,305,0,2,10,S,3,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,12,δ,Deneb Algedi,307,30,2,0,S,3,,DenebAlgedi
Capricornus,Capricornus,الجدي,al-jady,摩羯座,13,μ,,309,50,0,0,N,5,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,14,λ,,308,50,2,50,N,5,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,15,c1,,309,50,4,20,N,5,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,16,ε,,304,30,4,45,S,4,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,17,θ,,297,50,0,0,N,4,,-
Capricornus,Capricornus,الجدي,al-jady,摩羯座,18,μ,,303,0,0,0,S,5,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,1,d,,311,30,15,45,N,5,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,2,α,Sadalmelik,317,30,11,0,N,3,,Sadalmelik
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,3,ο,,316,20,9,40,N,5,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,4,β,Sadalsuud,307,40,8,50,N,3,,Sadalsuud
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,5,ν,,298,50,5,30,N,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,6,μ,,297,20,8,0,N,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,7,ε,,295,50,8,40,N,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,8,γ,,320,40,8,45,N,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,9,π,,322,50,10,45,N,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,10,ζ,,323,10,9,0,N,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,11,η,,324,30,8,30,N,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,12,δ,,322,50,7,30,S,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,13,,,326,10,2,0,N,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,14,λ,,326,0,0,10,N,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,15,h1,,328,50,1,10,S,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,16,φ,,331,10,0,30,S,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,17,χ,,331,40,1,40,S,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,18,alphaPsA,Fomalhaut,318,10,20,20,S,1,,Fomalhaut
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,19,ψ1,,330,10,3,30,S,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,20,θ,,322,50,7,30,N,3,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,21,σ,,319,50,0,50,S,5,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,22,A2,,333,20,14,45,S,5,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,23,c1,,323,0,14,45,S,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,24,ι,,312,50,1,40,S,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,25,b2,,328,40,15,0,S,4,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,26,θ1,,319,0,9,0,S,5,,-
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,27,,,337,50,15,30,S,4,,2Ceti
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,28,,,340,50,14,40,S,4,,6Ceti
Aquarius,Aquarius,الدلو,ad-dalw / sakib al-ma,宝瓶座,29,,,340,10,18,15,S,4,,7Ceti
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,1,β,,332,50,9,15,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,2,γ,,335,20,7,30,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,3,b,,337,10,9,20,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,4,θ,,339,20,9,30,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,5,ι,,341,50,7,30,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,6,κ,,337,10,4,30,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,7,λ,,340,50,3,30,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,8,ω,,347,10,6,20,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,9,d,,352,10,5,45,N,6,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,10,,,354,10,3,45,N,6,,Fl51
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,11,δ,,358,20,2,15,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,12,ε,,1,40,1,10,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,13,ζ,,4,10,6,0,S,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,14,e,,3,30,2,0,S,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,15,f,,4,30,5,0,S,6,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,16,ν,,9,30,4,40,S,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,17,α,Alrescha,13,40,8,30,S,3,,Alrescha
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,18,ο,,11,40,1,20,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,19,η,,11,50,5,20,N,3,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,20,g,,13,10,21,45,N,5,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,21,ρ,,11,40,9,0,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,22,ψ1,,6,50,14,20,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,23,ψ2,,7,50,13,0,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,24,ψ3,,8,50,12,0,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,25,υ,,13,20,17,0,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,26,φ,,11,0,15,20,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,27,χ,,11,10,11,45,N,4,,-
Pisces,Pisces,السمكتان,as-samakatan / al-hut,双鱼座,28,,,342,20,2,40,S,4,,Fl27
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,1,λ,,28,50,7,45,S,4,الذي على طرف أنف سبع البحر,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,2,α,Menkar,28,50,12,20,S,3,المؤخّر من الثلثة التي في حلقومه,Menkar
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,3,γ,,23,50,11,30,S,3,المتوسّط منها وهو في وسط فمه,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,4,δ,,21,40,14,0,S,3,المقدّم من الثلثة التي على ذقنه,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,5,ν,,21,20,8,10,S,4,الذي على جبينه فوق عينه,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,6,π,,18,10,27,30,S,3,الجنوبي من الشقّ المؤخّر منه,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,7,τ,,3,10,25,20,S,3,المتوسط من الثلثة التي في جسده,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,8,ζ,,6,10,20,0,S,3,الشمالي من هذه الثلثة,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,9,θ,,0,50,15,20,S,3,المؤخر من الكوكبين اللذين في ذنبه,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,10,η,,356,10,15,40,S,3,المقدم منهما,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,11,ι,,350,30,13,0,S,5,الشمالي الذي في الشق المقدم منه,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,12,t,,345,50,9,40,S,3,الشمالي عند الاثنين في طرف ذنبه,-
Cetus,Cetus,قيطس,qitus / sabu al-bahr,鲸鱼座,13,β,Diphda,346,50,20,20,S,3,الكوكب الجنوبي الذي على طرف ذنبه,Diphda
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,1,λ,,68,10,16,30,S,neb,الذي في رأسه,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,2,α,Betelgeuse,73,10,17,0,S,1,النيّر الذي على كتفه اليمنى (منكب الجوزاء),Betelgeuse
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,3,γ,Bellatrix,65,10,17,30,S,2,الذي على كتفه اليسرى,Bellatrix
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,4,A,,66,10,18,0,S,4,الذي تحت هذا في كتفه اليسرى,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,5,μ,,75,30,14,30,S,4,الشمالي من التسعة في الجلد الذي بيده اليسرى,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,6,,,61,40,8,0,S,4,الكوكب الذي على مرفقه الأيمن,Fl15
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,7,π1,,56,0,15,50,S,3,السادس منها في الشمال,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,8,π2,,56,0,17,10,S,3,السابع الذي بعد هذا في الشمال,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,9,π5,,56,30,20,20,S,3,الثامن الذي بعده في الشمال,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,10,π6,,57,30,21,30,S,3,التاسع في الجنوب من التي في الجلد (المجلد),-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,11,δ,Mintaka,66,30,24,10,S,2,المقدم من الثلثة في المنطقة,Mintaka
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,12,ε,Alnilam,68,30,24,50,S,2,الأوسط منها (في المنطقة),Alnilam
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,13,ζ,Alnitak,69,20,25,40,S,2,المؤخر من الثلثة التي في المنطقة,Alnitak
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,14,η,,65,0,25,50,S,3,الذي عند مقبض سيفه,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,15,c,,67,40,28,40,S,4,الشمالي من الثلثة المضيئة عند رأس السيف,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,16,θ1,,67,50,29,0,S,3,المتوسط من هذه الثلثة,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,17,ι,,67,50,29,50,S,3,المقدم من الثلثة وهو الجنوبي منها,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,18,β,Rigel,61,0,31,30,S,1,النيّر الذي على طرف رجله اليسرى (رجل الجوزاء),Rigel
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,19,τ,,62,10,30,15,S,4,الكوكب الشمالي فوق عرقوبه,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,20,e,,64,30,31,10,S,4,الخارج الذي تحت عقبه اليسرى,-
Orion,Orion,الجبار,al-jabbar / al-jawza,猎户座,21,κ,Saiph,71,20,33,30,S,3,الذي تحت ركبته اليسرى المؤخرة,Saiph
Eridanus,Eridanus,النهر,an-nahr,波江座,1,λ,,59,30,31,50,S,4,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,2,θ,Acamar,11,20,53,30,S,1,,Acamar
Eridanus,Eridanus,النهر,an-nahr,波江座,3,γ,,38,10,32,50,S,3,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,4,δ,,35,20,28,50,S,3,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,5,ε,,33,10,28,0,S,3,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,6,,,28,20,25,30,S,3,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,7,η,,23,20,23,30,S,3,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,8,τ1,,16,20,32,10,S,4,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,9,τ4,,32,30,41,20,S,4,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,10,τ5,,35,50,43,20,S,4,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,11,υ4,,39,20,53,50,S,4,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,12,υ5,,29,0,53,0,S,4,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,13,υ2,,45,20,53,30,S,4,,-
Eridanus,Eridanus,النهر,an-nahr,波江座,14,υ1,,46,10,54,45,S,4,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,1,ι,,60,30,35,0,S,5,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,2,ν,,62,30,35,40,S,5,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,3,,,61,0,36,30,S,5,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,4,μ,,60,20,39,15,S,4,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,5,ε,,57,20,45,15,S,4,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,6,α,Arneb,67,0,41,30,S,3,,Arneb
Lepus,Lepus,الأرنب,al-arnab,天兔座,7,β,Nihal,65,30,44,20,S,3,,Nihal
Lepus,Lepus,الأرنب,al-arnab,天兔座,8,δ,,72,10,44,0,S,4,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,9,γ,,70,10,45,50,S,4,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,10,ζ,,71,10,38,20,S,4,,-
Lepus,Lepus,الأرنب,al-arnab,天兔座,11,η,,73,50,38,10,S,4,,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,1,θ,,90,50,35,0,S,4,الكوكب الذي على أذنيه,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,2,μ,,92,30,36,30,S,5,الكوكب الذي في رأسه,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,3,α,Sirius,88,50,39,10,S,1,النيّر الذي في فم الكلب (الشعرى اليمانية),Sirius
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,4,β,,82,10,41,20,S,3,الذي على طرف رجله المقدمة,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,5,δ,,97,50,48,45,S,3,الذي في أصل فخذه اليسرى,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,6,ε,,94,50,51,30,S,3,الذي في أصل فخذه اليمنى,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,7,ζ,,80,50,53,45,S,3,الذي تحت بطنه بين فخذيه,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,8,η,,103,20,50,40,S,3,الذي على رجله اليمنى,-
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,9,,β Columbae,70,10,59,40,S,2,الكوكب الذي في ذنبه,betaColumbae
CanisMajor,Canis Major,الكلب الأكبر,al-kalb al-akbar,大犬座,10,,Phact,67,10,57,40,S,2,المؤخر من الاثنين المضيئين (مما ليس في صورة),Phact-alphaColumbae
CanisMinor,Canis Minor,الكلب الأصغر,al-kalb al-asghar,小犬座,1,β,Gomeisa,96,10,14,0,S,4,الذي في مقدّم الكلب وهو في عنقه,Gomeisa
CanisMinor,Canis Minor,الكلب الأصغر,al-kalb al-asghar,小犬座,2,α,Procyon,100,20,16,10,S,1,المنيّر التالي الذي في خلفه (الشِّعْرى الشَّامية),Procyon
LACUNA,,,,,,,,,,,,,,,"missing leaf: Argo Navis (Canopus), Hydra, start of Crater"
Crater,Crater,الكأس,al-kas / al-baturiyah,巨爵座,1,ε,,160,30,13,40,S,4,الكوكب الذي على أذن الكأس الجنوبية,post-lacuna
Crater,Crater,الكأس,al-kas / al-baturiyah,巨爵座,2,η,,170,20,16,10,S,4,الذي على أذن الكأس الشمالية,-
Crater,Crater,الكأس,al-kas / al-baturiyah,巨爵座,3,θ,,162,50,11,50,S,4,الكوكب الذي على تدوير قَمّ الكأس الشمالي,-
Corvus,Corvus,الغراب,al-ghurab,乌鸦座,1,α,,176,30,21,40,S,3,,-
Corvus,Corvus,الغراب,al-ghurab,乌鸦座,2,ε,,175,30,19,40,S,3,,-
Corvus,Corvus,الغراب,al-ghurab,乌鸦座,3,γ,,174,40,14,50,S,3,,-
Corvus,Corvus,الغراب,al-ghurab,乌鸦座,4,δ,,177,50,12,30,S,3,,-
Corvus,Corvus,الغراب,al-ghurab,乌鸦座,5,η,,178,10,11,45,S,4,,-
Corvus,Corvus,الغراب,al-ghurab,乌鸦座,6,β,,181,40,18,10,S,3,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,1,g,,201,40,21,40,S,5,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,2,h,,201,10,18,50,S,5,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,3,i,,200,20,20,30,S,4,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,4,k,,201,10,20,0,S,5,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,5,ι,,197,20,25,40,S,3,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,6,θ,,206,50,22,30,S,3,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,7,π,,213,10,18,15,S,4,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,8,τ,,204,30,28,20,S,4,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,9,υ,,205,10,29,20,S,4,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,10,φ,,206,20,28,0,S,4,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,11,m,,207,30,26,30,S,4,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,12,χ,,214,0,25,15,S,3,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,13,λ,,209,10,33,30,S,3,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,14,n,,208,50,31,0,S,5,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,15,,,208,0,30,20,S,5,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,16,μ,,197,0,40,0,S,3,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,17,β,Hadar,193,50,46,10,S,3,,Hadar
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,18,,,207,30,43,0,S,2,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,19,,,208,50,43,45,S,3,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,20,ν,,201,10,51,10,S,2,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,21,ζ,,202,20,55,20,S,2,,-
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,22,α,Rigil Kentaurus,199,30,41,10,S,1,,RigilKentaurus
Centaurus,Centaurus,قنطورس,qantawris / az-zulman,半人马座,23,γ,,215,20,45,20,S,2,,-
