lane,relative_output_path,extension,bytes,sha256_if_le_25MiB,category,blocker_signal
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_28_SHA256SUMS_20260704.txt,.txt,593,1A233933D3DCCAE016DAF115E4563BE188502E4053C4535A72E6C3DA2EECCECC,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_29_20260704.json,.json,15687,9EC01BF08B95DD3602DE53DC387BF4BE32DC57F098FF31107B34C263CA7265BA,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_29_20260704.md,.md,8225,26E0837D65AFD4C5EEB82F058CD48EFDB52EA20F1675D12F48FFA65A3D825572,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_29_MANIFEST_20260704.json,.json,1587,10A57ECCD5D6DBF6CB3FA1D90B90D243ED4EB737F6CB357A6288E5B647DE1B2C,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_29_SHA256SUMS_20260704.txt,.txt,593,3903E6288ACADAE85DFACC6E970E6E705EB88FAC6916257E82645DE4FD0C4A3E,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_30_20260704.json,.json,29486,D4196820F3994A4A9D5692E6EA4F581FDEB19FAEE6A169812E17184AC7970CF1,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_30_20260704.md,.md,16542,26D1FFD8E3B15D64BEA03EDF0ABA281DE6DF3D45D267B45874BDE12BE34812E5,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_30_MANIFEST_20260704.json,.json,1587,29F55CCF8E0B622D80CFA8D0C8DE8BFAB018E1469919DA15830E094FE9F0D8F3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_30_SHA256SUMS_20260704.txt,.txt,593,2F9C3800C57BE5642CE373A712FD16D470BE70AB102FC38187AD0862923885AC,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_31_20260704.json,.json,29238,BFAF5FA3D9DD287C43CF808F51582F32D201EFD760CF3B30AFEE9D555CCAFD25,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_31_20260704.md,.md,16203,A0A4C574661BBA1E93B0811505A13ACE08FBEB5F9313C08F4DC20BB6718848AF,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_31_MANIFEST_20260704.json,.json,1587,0CCE0801C37F44A72D0340A003074D7A1359C924DB75C24B019E53293700C1E5,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_31_SHA256SUMS_20260704.txt,.txt,593,BE00A5D186ABEFCA7129F481A6D8A0459D0ADF6CE96171AA8F90BA4FAC096269,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_32_20260704.json,.json,11833,DCEA15479630A7F9CE4128B57E097BF988CF62108BF8754133DA0FC070039A3B,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_32_20260704.md,.md,5901,9F27E1FC181AA2B9A5ADD0B491254A46EF172051ECC3CEAE5D5935CD1EF1785D,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_32_MANIFEST_20260704.json,.json,1587,60AC33ABB594EEA1FC910FE191A443CE4F9574FD0F1629008B52A414AEA5F4B6,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_32_SHA256SUMS_20260704.txt,.txt,593,33EB061E13ADE75812D37FE704798CC35840CC680745BDC8889F510B30C2551B,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_33_20260704.json,.json,23155,C6A3A453FD5AE6CD916BF1D1D066D6A75B09960B1FDD0144600C9E3DBD15E4DB,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_33_20260704.md,.md,12375,21CF7F0104803445131186F8EE24C5E7E77A504E0BA013E4CDADBA9B2F34A518,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_33_MANIFEST_20260704.json,.json,1878,43BCCBB93163ADD8465917DB7169D45B240B4A92910C87ABE11588A19C415B11,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_33_SHA256SUMS_20260704.txt,.txt,592,4D6BA802C5D1876F8435F3AB1B3CE92ED942AD9237D3456AB9CD291113783295,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_34_20260704.json,.json,27008,ACEB096E033995C50A279752FCC2EAC0A973590D8E7BA2FCE2B84B8D11EB610B,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_34_20260704.md,.md,15306,1423E76E21BC9BD489A9D8BA2A3AC730F5EE30B773114042D615EF2A56A8525B,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_34_MANIFEST_20260704.json,.json,1901,E1D77BE0812D6EFE30A536B55564DE93C488906FD8BF8D59F2B213DBAA494FB1,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_34_SHA256SUMS_20260704.txt,.txt,593,7D26EF560A05F95718A44911396619281D29E941BCB84756BE770756580B8AAB,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_35_20260704.json,.json,34047,A6C23BE26F74BAE572603EFC0C576EBB2B7D5847D8AA6961C2DC378B6FB37AC2,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_35_20260704.md,.md,20049,D4B6175E996A73DA9F2931FC5F7169892DC25784AF20E83153D985DD94E18A05,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_35_MANIFEST_20260704.json,.json,1897,5E21671F3B11A1985879157A9D32BCF1A2E47F640FA787D2F7AF1F1D70185EC7,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_35_SHA256SUMS_20260704.txt,.txt,593,808E2DDBEEC2E38F4F68A829121DD442DD96B5227756543CAE2830FBBACE5438,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_36_20260704.json,.json,27364,CEE0B1ABE2E8D5C5167A474CC576DFFB6FE599F07DB3FF33B17C2D827B8A20F7,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_36_20260704.md,.md,15394,FA2DB686FE7827E89EEFA004AAC9DD8D2425446691D2760ADC8E8F68673868AB,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_36_MANIFEST_20260704.json,.json,1866,DB0FF951D0DEAAB2AEB8D9C4A89010CB76ED1735A6AA22076563501FCDF6F2BC,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_36_SHA256SUMS_20260704.txt,.txt,593,A81F45937C779ECA4A2A617DB2A6F00766C3C3E87E67A79ED5CC8EABCECF5008,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_37_20260704.json,.json,30350,79E60E96A6E2F24D866E7F23403D8B03EC3038D0CD54503ECF8098B4606A30CC,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_37_20260704.md,.md,18560,A8D7E9F63B50D88A5608B9612D2C976EA88C119D923D4EF159E0E2AD2FCE546E,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_37_MANIFEST_20260704.json,.json,2045,59C2E6D5BD79A68C9E033CE47F65E7B48EB291CF48F69DF32F83E3C16CDBCB01,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_CONTINUATION_37_SHA256SUMS_20260704.txt,.txt,593,085692061FB71CCF43FB09162669658A09AFBBE90134AF2C80DBE57F5ADFA864,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_MANIFEST_20260704.json,.json,2619,313CD672622DA54F9D6ADAB17E649EF1E4C308A78D92E08F399E9512BDC0DA84,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_SHA256SUMS_20260704.txt,.txt,1076,21D1F49F0C93E0CE54611443A89CF956BF4CE7870F2336806C47D8483236A501,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_CORPUS_TRANSLATION_SLICES_TEX_SIDECAR_20260704.tex,.tex,34583,78C094FAE9E26CE56CD151A2A003CEF9E8223BCA88BFE2A659870E6BC5DAFC74,generated_or_downstream_tex_manifest_only,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_GLOSSARY_TEX_SIDECAR_20260704.tex,.tex,9849,5471AB8BF140DE93163ABD2E2B2270B4C8D92E8F88FE07E6E05BB816A9866CB6,source_level_tex_latex_candidate,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_OUTPUT_MANIFEST_20260704.json,.json,1605,966BFF85AD4E11091E530B01500409719C053E594D7CCE10F489CCB393FD7389,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_OUTPUT_SHA256SUMS_20260704.txt,.txt,753,9CDECF89F63180262EA6D0599F9B4849AE2A307D75DA6BBCB732BD106EC95E08,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_TRANSLATION_GLOSSARY_CONTEXT_SIDECAR_20260704.csv,.csv,29336,5C87BC666F8709CB8729CA437AF5CE201B4EF09AB51499F65A7417CB7BBC81FB,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_TRANSLATION_GLOSSARY_CONTEXT_SIDECAR_20260704.json,.json,323915,C2A41276F931268CC284460FA26157B682E3C92B678308A0C212F41B50FCD290,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_DRAFT_TRANSLATION_GLOSSARY_CONTEXT_SIDECAR_20260704.md,.md,28769,EF01CC2E90FBDD9CF5515ABDFC9580107CE8ED9DB9DEB41585A8C0A6A6774C17,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_IMPACT_FIX_PASS_04_20260704.json,.json,19887,21C3CCD0615CF00A54F68E4C44261620F3DBE43B78B4C09CA40894CA26BF70E0,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_IMPACT_FIX_PASS_04_20260704.md,.md,8513,05ECA6E9BDD21FB0264D1370041FB97334BF6EF2A6C2977E91323656DB70E362,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_IMPACT_FIX_PASS_04_MANIFEST_20260704.json,.json,2819,91CAB628ABB9EBFD87A270E482114C825BB9995129945636BE15C6FB6FE73AD9,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_IMPACT_FIX_PASS_04_RUN_LOG_ADDENDUM_20260704.md,.md,1571,25B0218F23BC6582DD9D2720663B534C31E5F78F72EBABB1E55BF19757C6C706,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_IMPACT_FIX_PASS_04_SHA256SUMS_20260704.txt,.txt,688,46A157F4EE9C412955AADF46A983322C1F118F3D143E120433A68D50A9F51589,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_INTEGRATION_FIX_PASS_03_20260704.json,.json,13829,A2F2B188E6FB7E453051517ABD0A86BFF8532414A7DAEC783DFEBE26A0CE3CB9,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_INTEGRATION_FIX_PASS_03_20260704.md,.md,10849,CD79B301371F063736094F552D9F1EAA6D4C58A8A71026FD60DFDC316F6D25C5,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_INTEGRATION_FIX_PASS_03_MANIFEST_20260704.json,.json,2362,A23C1D18CFCCDBA051E2465E3E67044BCE5EDDDD41F17D1B6D15BC9059F6C5A3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_INTEGRATION_FIX_PASS_03_RUN_LOG_ADDENDUM_20260704.md,.md,1555,730C901E00147C475D9AD1E5EF9D8F837511EB16424DA8D25919F21844E6A77C,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_REPAIR_WITNESS_INTEGRATION_FIX_PASS_03_SHA256SUMS_20260704.txt,.txt,582,7BA1FC946C5D75D192D533BC13DBB108439403D0F86C3B57900C5FD353C138C1,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_RETAINED_BLOCKERS_SOURCE_BASELINE_ADDENDUM_20260704.md,.md,6233,E90C89BEEDF63E30D961D46F6FBC854535F8D862C17F31D3E1A1F2AD3F07477C,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_RETAINED_BLOCKERS_SOURCE_BASELINE_ADDENDUM_MANIFEST_20260704.json,.json,3854,44EE9A8B414422C1718EBDFA489F0F3208493CAA91F77E8EC8BBF2C7F04428C3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_RETAINED_BLOCKERS_SOURCE_BASELINE_ADDENDUM_SHA256SUMS_20260704.txt,.txt,418,877C8FFBCB46CEB1587AE4BFF6E1332277D8E010A1AFF0AA38C09505CA11B7F5,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_EVIDENCE_STATUS_20260704.md,.md,3301,9FA1F1B9B9D46A7A9A3A5EE2C8211BA57DEC0D5B344E2AB3362A2EFDA050A8E3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_METADATA_INTEGRATION_FIX_PASS_02_20260704.json,.json,16162,43D90FD5C81747F94FA0ED9C29E1724FB394D348E176E18E3A17FC62FE42A1B5,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_METADATA_INTEGRATION_FIX_PASS_02_20260704.md,.md,10152,4FA24DABF0ABB77E0123E2AFF9F7A943E75CBF1AF1A49739422D9B45E7F651B4,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_METADATA_INTEGRATION_FIX_PASS_02_MANIFEST_20260704.json,.json,3108,7491F6410CE9247CF49AF3DBE37BF84EBC69C248159BA186B0412D962245DA4E,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_METADATA_INTEGRATION_FIX_PASS_02_RUN_LOG_ADDENDUM_20260704.md,.md,3142,4713AAF01FE5858737E3F7D5D1433FB385CA911B585F7470FEA6DB909B5B70A3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_METADATA_INTEGRATION_FIX_PASS_02_SHA256SUMS_20260704.txt,.txt,586,ADC4F423C4EDF533A5503D07E57633C56C9281E52C1080F4DAFA9437E8E32C02,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_WITNESS_ROUTING_FIX_PASS_05_20260704.json,.json,14519,04FB7406C0E258A7D031BEC4E428A91E9C3899A7DA75E477A208CBDD40BE62EC,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_WITNESS_ROUTING_FIX_PASS_05_20260704.md,.md,11450,E986344994C55B0DA685EEB49C77B7F8CD26ED859C6E42CCE3E395EF3BA77752,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_WITNESS_ROUTING_FIX_PASS_05_MANIFEST_20260704.json,.json,2407,FB43A916F1AAD9122DB9242EEB75E0DC0D35F154284AB2B2DF13CF266F677BC3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_WITNESS_ROUTING_FIX_PASS_05_RUN_LOG_ADDENDUM_20260704.md,.md,1034,0F6BFB615C00CB519C459577A691F1C8A0318A2654FF7EC3FD6CF30ACD2D4986,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_SOURCE_WITNESS_ROUTING_FIX_PASS_05_SHA256SUMS_20260704.txt,.txt,692,9E14CDCCE7022C5ADBB193BDA8107A1ECD14F064034FA901F48317B34E2FA23D,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_UNCOVERED_TERMS_CONTINUATION_20260704.json,.json,16674,A0DEDA12DF89DFCF132756A3DEC672054068379AAAB34C9353DF4B0EF596DD26,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_UNCOVERED_TERMS_CONTINUATION_20260704.md,.md,12067,05CD0022298D82509616395E27B71D716F4F859EA70456ECD6D1F9E7E2033C7A,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_UNCOVERED_TERMS_CONTINUATION_MANIFEST_20260704.json,.json,1343,4E172DC5BF22B3ED49ED918741C676EE13F69E1E9D7B4C3BF2CC1F0DDF9A83D3,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_UNCOVERED_TERMS_CONTINUATION_SHA256SUMS_20260704.txt,.txt,849,A2B567C4439B360F75AA0AA5009998EA00B161C5818288067ED58AE25EB93DCD,provenance_or_text_evidence,
noether-cjk-source-evidence-draft-lane,NOETHER_CJK_UNCOVERED_TERMS_RUN_LOG_ADDENDUM_20260704.md,.md,2686,C444B0F98DEB02E1159034F6BA53112235318BD6A461BB65C14F5D227E63E76E,provenance_or_text_evidence,
noether-github-pr-branch-steward,NOETHER_SESSION_B_COORDINATOR_RUN_LOG_20260704.md,.md,271777,8F099F4C043DA72C0E3A56813628375F69AC4E0B49443EAF7A3344F55A523D70,provenance_or_text_evidence,
noether-github-pr-branch-steward,NOETHER_SESSION_B_PACKAGE_READINESS_ADDENDUM_20260704T0602.md,.md,5175,5DE7D85739E38BEE5B4DC5F924555769B34B5CD0F80A8FBE4DD657436BEC00A8,provenance_or_text_evidence,
noether-github-pr-branch-steward,NOETHER_SESSION_B_PACKAGE_READINESS_LEDGER_20260704T055802.md,.md,5427,EAEE7E3252627D79134E1F51A46108065092841C800C70C26FDFE2ECC15B3CA5,provenance_or_text_evidence,
noether-interlanguage-method-authority,ACCESS_GAIN_CHILD_LANE_WORKSHEET_BUNDLE_20260704T062145Z.json,.json,1532,132F248906A09AF752BD824EA77BFF72CD7772B0BB9FF332E237FEE54CF9C3B8,provenance_or_text_evidence,
noether-interlanguage-method-authority,ACCESS_GAIN_CHILD_LANE_WORKSHEET_BUNDLE_20260704T062145Z.md,.md,2992,364BAC45990CC4357A58BFB005E7BC2904C557507A346755A11C1CDDF3B60624,provenance_or_text_evidence,
noether-interlanguage-method-authority,COMPUTATIONAL_PIVOT_EVALUATION_PROTOCOL_20260704T062145Z.json,.json,1470,CD80BC87A798309FB73ACADD4EAA1BA2B84A5558FBBB136D2F778B5940DD02EC,provenance_or_text_evidence,
noether-interlanguage-method-authority,COMPUTATIONAL_PIVOT_EVALUATION_PROTOCOL_20260704T062145Z.md,.md,2873,C387D5D5E5DC26D6C080A0CABB25C260EC6CABE2278FA7010BD1712EF6F8785F,provenance_or_text_evidence,
noether-interlanguage-method-authority,CONTROLLED_MATH_REGISTER_PROOF_GRAMMAR_CHECKLIST_20260704T062145Z.json,.json,1297,05F3E3ACDA848153C5C2B16367B321469076204215656E96653BE3CE9D99C47E,provenance_or_text_evidence,
noether-interlanguage-method-authority,CONTROLLED_MATH_REGISTER_PROOF_GRAMMAR_CHECKLIST_20260704T062145Z.md,.md,3878,0A8867415BCD238A0D673780E563D38A948A9C15A8F2D5FA69426541E93F77B1,provenance_or_text_evidence,
noether-interlanguage-method-authority,CROSS_FAMILY_QUARANTINE_EXIT_CHECKLIST_20260704T062145Z.json,.json,1529,73C97D7662BAB23ED657782CF285BF2E10D5CB83F8BBD732A6862E3CEA6C88EB,provenance_or_text_evidence,
noether-interlanguage-method-authority,CROSS_FAMILY_QUARANTINE_EXIT_CHECKLIST_20260704T062145Z.md,.md,2733,9DD1EE43A45A3B0DF2BB64AE88E29633E1C7425632B5F60E0460DBD52DB04673,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_CORPUS_TRANSLATION_LANE_REVIEW_GOVERNANCE_SCAFFOLDS_20260704.md,.md,6587,75C408D19B2B8862EF745327ED15839720C6D0BD7A97680CFE1B0E3AACF19DB1,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_GOVERNANCE_SOURCE_EVIDENCE_TEMPLATES_20260704.md,.md,8892,84907196C9448C771D6CB37331867F8CD760B2516C53E9A3C28D895AEB56A8D1,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_ACTIONABLE_SOURCE_EVIDENCE_TASK_QUEUE_20260704.md,.md,9646,7DE48FB89C2CB19E5A6C7E4515BAB42C46F508D3107F3F6D1588E317EA8FEFD2,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_COMPLETENESS_AUDIT_20260704.md,.md,3692,CB5485BB9446F1F9D2C1409DD8A9E92D065B3FE1EB452BEA78A65299E55DDF20,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_CONSOLIDATION_ROUTING_LEDGER_V3_20260704.json,.json,14473,16A3037CDE10370F980F51C5FCC267AA47A8AF5ED9CDB0DAFF77F45293F16E93,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_CONSOLIDATION_ROUTING_LEDGER_V3_20260704.md,.md,12397,54198FD3D9D221904724DF92561DE0261A35CDE984D729F62DD169F661AA3299,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_DURABLE_RUN_LOG_20260704.md,.md,19867,E7BF2E0F3A243D89F43B3DDD273E1CB273049F6C04C1C5327FC5956ECF66DDCA,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_ROUTING_LEDGER_20260704.json,.json,12574,28B6FF144D6FE2E275F010D6EBBEBA930D2DC5128012EFDEB6CC024F2419D763,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_ROUTING_LEDGER_20260704.md,.md,12084,2B744553FC41F3BA004A73008A7097398CCD09B873E9F5476F13075E70D51D0D,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_INTERLANGUAGE_WEEK_CONTINUATION_MANIFEST_20260704T053539Z.md,.md,5953,A023E51B6F44BABE4FAEED4EDCEEB08B31702FFC585F45E7C5B55B8010B1B0F8,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_LANE_HANDOFF_CARD_TEMPLATE_V3_20260704.md,.md,8388,87C08FDFA3434DFB908337612836065D9FAE1BB392916932EEB41A57CCC8E2CD,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_INTERLANGUAGE_RESEARCH_ONLY_PACKETS_20260704.md,.md,10490,3DC7F97EEF5DF6E12D6C9025AB867ACB503C2AA1E4435D86AA9AEAF4A50A6189,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_OWNERLESS_CONSTRUCTION_LANE_V3_20260704.md,.md,4622,2A88F14578B9EA6C4A31FDFFB9B7C5025D36D2F495FA209AB661C574961B7450,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_OWNERLESS_CONTINUATION_TASK_CARDS_20260704.md,.md,4737,D1A42EEE832CCC489EED1DB9F4D003A1C3760696B9FD9A63AA678F1752192BD3,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_OWNERLESS_PACKET_INDEX_20260704.md,.md,1780,FE45A5A9E522CC7F6BD4DD71E4918B0BF84C86FDE571EA1332795206C8EA67EE,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_PACKET_D_NOVEL_001_AUXLANG_COMPARATOR_20260704.md,.md,4806,E459ED1371C04316BF3527E1E565E566BFD7E8C68A82BA2E4BA40296F0C5847E,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_PACKET_D_NOVEL_002_WORLDLANG_COMPARATOR_20260704.md,.md,3737,E380AD916553908696EDFE616279478FB9C433C7B1E19A6AFF328B3E03640370,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_PACKET_D_NOVEL_003_CONTROLLED_MATH_REGISTER_20260704.md,.md,3851,895F092AB9DCF889F8A07426607B808A7F25EA6882460CD109BD8E91BFCCD1BB,provenance_or_text_evidence,
noether-interlanguage-method-authority,NOETHER_NOVEL_PACKET_D_NOVEL_004_COMPUTATIONAL_PIVOT_20260704.md,.md,3709,EDF5E4858A95BBF75FB92A6D1BBBBB68AFA2EDD0E3193F72803608F6DDEAE2BB,provenance_or_text_evidence,
