automaton_term_id,stateC_term_id,match_quality,post_duplicate_count,chosen_form_latin,automaton_f10,stateC_f10,automaton_E,automaton_W,automaton_S,stateC_E,stateC_W,stateC_S,delta_E,delta_W,delta_S,route,route_key,recommended_action_v2
ISV-unnamed--identično_v_y,ISV-identisch_in_y--identično_v_y,unique_form,1,identično v Y,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--imaje_rang_jedan,ISV-vom_range_eins--imaje_rang_jedan,unique_form,1,imaje rang jedan,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--imenovatelj,ISV-nenner--imenovatelj,unique_form,1,imenovatelj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--indukcija,ISV-induktionsschluss--indukcija,unique_form,1,indukcija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--indukovane_transform,ISV-induzierte_transformationen_totale_diffe--indukovane_transform,unique_form,1,indukovane transformacije / totalna diferencialna forma,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--integralna_zamknutos,ISV-ganze_abgeschlossenheit_von_o_in_omega--integralna_zamknutos,unique_form,1,integralna zamknutost o v Omega,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--integraly_sistema_di,ISV-integrale_eines_differentialgleichungssy--integraly_sistema_di,unique_form,1,integraly sistema diferencialnyh uravnenj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--invarianta_grupy_inv,ISV-invariante_der_gruppe_invariantes_integr--invarianta_grupy_inv,unique_form,1,invarianta grupy / invariantny integral,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--invariantne_variacij,ISV-invariante_variationsprobleme--invariantne_variacij,unique_form,1,invariantne variacijske problemy,F10-0,F10-0,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--invariantno_polje,ISV-invariantenkörper--invariantno_polje,unique_form,1,invariantno polje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--iracionalny_racional,ISV-irrationale_rationale_richtung--iracionalny_racional,unique_form,1,«iracionalny» / «racionalny» směr,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--ireducibilne_sostavn,ISV-irreduzible_bestandteile--ireducibilne_sostavn,unique_form,1,ireducibilne sostavne česti,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--izomorfne_izomorfna_,ISV-isomorph_isomorphe_beziehung_isomorphe_a--izomorfne_izomorfna_,unique_form,1,izomorfne / izomorfna sootvětnost / izomorfno odobraženje,F10-0,F10-0,3.0,0.0,0.0,3,1,1,0.0,1.0,1.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--izomorfne_kako_r-mod,ISV-aufgefaßt_als_r-moduln_--_isomorph--izomorfne_kako_r-mod,unique_form,1,izomorfne kako R-moduly,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--izčetno_beskonečno_m,ISV-abzählbar_unendlich_viele_klassen--izčetno_beskonečno_m,unique_form,1,izčetno beskonečno mnogo klasov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jedinice,ISV-einheiten--jedinice,unique_form,1,jedinice,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jedinice_grupy_ostat,ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,unique_form,1,jedinice grupy ostatkov / računanje s jedinicami,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jediničny_element,ISV-einheitselement--jediničny_element,unique_form,1,jediničny element,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jediničny_element_e_,ISV-einheitselement_e_modulbasis--jediničny_element_e_,unique_form,1,jediničny element e / modulna baza,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jediničny_ideal,ISV-einheitsideal--jediničny_ideal,unique_form,1,jediničny ideal,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jediničny_ideal_jedi,ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,unique_form,1,jediničny ideal / jediničny element,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jediničny_klas,ISV-einheitsklasse--jediničny_klas,unique_form,1,jediničny klas,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jediničny_klas_jedin,ISV-einheitsklasse_einheit--jediničny_klas_jedin,unique_form,1,jediničny klas / jedinica,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jediničny_modul,ISV-einheitsmodul--jediničny_modul,unique_form,1,jediničny modul,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jednakogo_vida,ISV-von_gleichem_typ_von_gleicher_art_in_sec--jednakogo_vida,ambiguous_form_first_used,1,jednakogo vida,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jedno-jednoznačno_pr,ISV-eineindeutige_zuordnung_isomorph--jedno-jednoznačno_pr,unique_form,1,jedno-jednoznačno pridruženje / izomorfny,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jedno-jednoznačny_je,ISV-eineindeutig_eineindeutige_zuordnung--jedno-jednoznačny_je,unique_form,1,jedno-jednoznačny / jedno-jednoznačno prirěđenje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jednoelementny_mnogo,ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,unique_form,1,jednoelementny / mnogočlenny bazis modula,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jednostranne_moduly,ISV-einseitige_moduln--jednostranne_moduly,unique_form,1,jednostranne moduly,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--jednoznačno_byti_pre,ISV-eindeutig_darstellen--jednoznačno_byti_pre,unique_form,1,jednoznačno byti predstavjen,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jednoznačno_opredělj,ISV-eindeutige_abbildung_umkehrbar_eindeutig--jednoznačno_opredělj,unique_form,1,jednoznačno opreděljeno preslikanje / obratno jednoznačno,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jednoznačno_vzajemno,ISV-eineindeutig_differenz_und_multiplikatio--jednoznačno_vzajemno,unique_form,1,jednoznačno vzajemno ... razlika i množenje tym samym elementom,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--jednoznačny_additivn,ISV-eindeutige_additive_zerlegung_der_restgr--jednoznačny_additivn,unique_form,1,jednoznačny additivny razklad grupy ostatkov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--k_aksiomatice_idealt,ISV-zur_axiomatik_idealtheorie--k_aksiomatice_idealt,unique_form,1,K aksiomatice ... Idealtheorie,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--k_jest_razsmatrjany_,ISV-k_als_omega-modul_aufgefaßt--k_jest_razsmatrjany_,unique_form,1,K jest razsmatrjany kako Omega-modul,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--karakteristika,ISV-charakteristik--karakteristika,unique_form,1,karakteristika,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--karakteristika_0_p,ISV-charakteristik_0_p--karakteristika_0_p,unique_form,1,karakteristika 0 / p,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--karakteristika_nul,ISV-characteristic_zero--karakteristika_nul,unique_form,1,karakteristika nul,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--klasa_r_i_podmnožstv,ISV-klasse_r_i_r_i--klasa_r_i_podmnožstv,unique_form,1,klasa R_i / podmnožstvo R_i^*,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--klasy_idealov,ISV-idealklassen--klasy_idealov,unique_form,1,klasy idealov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--klasy_ostatkov_grupy,ISV-restklassen_restgruppen--klasy_ostatkov_grupy,unique_form,1,klasy ostatkov / grupy ostatkov,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--klasy_ostatkov_normo,ISV-restklassen_normierung_der_restklassen_n--klasy_ostatkov_normo,unique_form,1,klasy ostatkov; normovanje klasov ostatkov; normovany polinom,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--klasy_predstavjenj,ISV-darstellungsklassen--klasy_predstavjenj,unique_form,1,klasy predstavjenj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--koeficienty_kako_sim,ISV-koeffizienten_als_symmetrische_funktione--koeficienty_kako_sim,unique_form,1,koeficienty kako simetrične funkcije integralov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kolca_konečnogo_rang,ISV-ringe_endlichen_ranges--kolca_konečnogo_rang,unique_form,1,kolca konečnogo ranga,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kolca_ranga_jedan,ISV-ringe_vom_rang_eins--kolca_ranga_jedan,unique_form,1,kolca ranga jedan,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kolco_bez_děliteljev,ISV-ring_ohne_nullteiler_und_mit_einheitsele--kolco_bez_děliteljev,unique_form,1,kolco bez děliteljev nula i s jediničnym elementom,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolco_glavnyh_idealo,ISV-hauptidealring--kolco_glavnyh_idealo,unique_form,1,kolco glavnyh idealov,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolco_glavnyh_idealo,ISV-hauptidealring_ausgangsring--kolco_glavnyh_idealo,unique_form,1,kolco glavnyh idealov / izhodno kolco,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolco_ideal_p-modul_,ISV-aus_s_in_t_abgeleiteter_ring_ideal_p-mod--kolco_ideal_p-modul_,unique_form,1,kolco / ideal / P-modul izvedeny iz S v T,F10-3,F10-3,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolco_klasov_ostatko,ISV-restklassenring--kolco_klasov_ostatko,unique_form,1,kolco klasov ostatkov,F10-3,F10-3,2.0,1.0,1.0,3,0,0,1.0,-1.0,-1.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolco_klasov_ostatko,ISV-restklassenring_restklassenkörper--kolco_klasov_ostatko,unique_form,1,kolco klasov ostatkov / polje klasov ostatkov,F10-3,F10-3,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolco_kvocientov,ISV-quotientenring--kolco_kvocientov,unique_form,1,kolco kvocientov,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolcova_adjunkcija,ISV-ring-adjunktion--kolcova_adjunkcija,unique_form,1,kolcova adjunkcija,F10-3,F10-3,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--kolcove_operacije_iz,ISV-ringverknüpfungen_aus_ringelementen--kolcove_operacije_iz,unique_form,1,kolcove operacije iz elementov kolca,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--komponenta,ISV-komponente--komponenta,unique_form,1,komponenta,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--komponentny_klas,ISV-komponentenklasse--komponentny_klas,unique_form,1,komponentny klas,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--komponenty_kako_kolc,ISV-komponenten_als_für_sich_betrachtete_rin--komponenty_kako_kolc,unique_form,1,"komponenty kako kolca same po sebě, a ne kako idealy od \overline{\mathfrak R}",F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kompozicijny_red,ISV-kompositionsreihe--kompozicijny_red,unique_form,1,kompozicijny red,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--kompozitum_polj,ISV-vereinigungskörper--kompozitum_polj,unique_form,1,kompozitum polj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--komutativny_zakon_za,ISV-kommutatives_gesetz_vertauschbarkeit--komutativny_zakon_za,unique_form,1,komutativny zakon / zaměnljivost,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--konečna_beskonečna_g,ISV-endliche_unendliche_restgruppe--konečna_beskonečna_g,unique_form,1,konečna / beskonečna grupa ostatkov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--konečna_beskonečna_k,ISV-endliche_unendliche_kontinuierliche_grup--konečna_beskonečna_k,unique_form,1,konečna / beskonečna kontinuirna grupa,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--konečno_algebraično_,ISV-endlicher_algebraischer_erweiterungskörp--konečno_algebraično_,unique_form,1,konečno algebraično razširjenje polja,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--konečny_bazis_difere,ISV-endliche_basis_der_differentialausdrueck--konečny_bazis_difere,unique_form,1,konečny bazis diferencialnyh izrazov,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kongruentny_po_modul,ISV-kongruent_mod_m--kongruentny_po_modul,unique_form,1,kongruentny po modulu,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--konjugat_konjugaty_v,ISV-konjugierte_in_bezug_auf_h_konjugierten--konjugat_konjugaty_v,unique_form,1,konjugat / konjugaty vzhodno k (H),F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--konjugaty,ISV-konjugierte--konjugaty,unique_form,1,konjugaty,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--konjugovane_elementy,ISV-konjugierte_elemente--konjugovane_elementy,unique_form,1,konjugovane elementy,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--konjugovane_faktory,ISV-conjugate_factors--konjugovane_faktory,unique_form,1,konjugovane faktory,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--konstanty,ISV-konstanten_ξ_i_a_a_ξ_i--konstanty,unique_form,1,konstanty,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--konstrukcija_fz,ISV-konstruktion_von_fz--konstrukcija_fz,unique_form,1,konstrukcija f(z),F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--konstrukcija_po_zada,ISV-konstruktion_nach_vorgegebener_wohlordnu--konstrukcija_po_zada,unique_form,1,konstrukcija po zadannom dobrom uporjadkovanju,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kontinuirna_grupa_v_,ISV-kontinuierliche_gruppe_im_lieschen_sinne--kontinuirna_grupa_v_,unique_form,1,kontinuirna grupa v smislu Lija,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--korenj_uravnenja,ISV-nullstelle_wurzel_einer_gleichung--korenj_uravnenja,unique_form,1,korenj uravnenja,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kvadrat_determinanta,ISV-determinantenquadrat_der_konjugierten_ba--kvadrat_determinanta,unique_form,1,"kvadrat determinanta soprjaženyh bazovyh elementov (§6, 4)",F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kvadratične_relacije,ISV-quadratische_relationen_quadratische_for--kvadratične_relacije,unique_form,1,kvadratične relacije / kvadratične formy,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kvocient_črez_osnovn,ISV-quotient_by_the_basic_ideal--kvocient_črez_osnovn,unique_form,1,kvocient ... črez osnovny ideal,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--kvocientno_polje,ISV-quotientenkörper--kvocientno_polje,unique_form,1,kvocientno polje,F10-0,F10-0,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--lagranžev_rodovy_dom,ISV-lagrangescher_gattungsbereich--lagranžev_rodovy_dom,unique_form,1,Lagranžev rodovy domen,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--lagranževe_izrazy,ISV-lagrangesche_ausdrücke--lagranževe_izrazy,unique_form,1,Lagranževe izrazy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--landauove_produktne_,ISV-produktsaetze_von_landau--landauove_produktne_,unique_form,1,Landauove produktne teoremy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--leksikografičny_red,ISV-lexikographische_ordnung--leksikografičny_red,unique_form,1,leksikografičny red,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--linearna_baza_grupy_,ISV-lineare_basis_der_restgruppe--linearna_baza_grupy_,unique_form,1,linearna baza grupy ostatkov,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--linearna_nezavisimos,ISV-lineare_unabhängigkeit_gleichheitsdefini--linearna_nezavisimos,unique_form,1,linearna nezavisimost / definicija ravnosti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--linearna_nezavisnost,ISV-linearunabhängigkeit_der_alpha_i--linearna_nezavisnost,unique_form,1,linearna nezavisnost (alpha_i),F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--linearne_faktory,ISV-linearfaktoren--linearne_faktory,unique_form,1,linearne faktory,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--linearne_faktory_odn,ISV-linearfaktoren_homogen_gemachte_wurzeln--linearne_faktory_odn,unique_form,1,linearne faktory; odnorodnjene korenji,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--linearno_nezavisna_m,ISV-linear_unabhängige_modulbasis_restklasse--linearno_nezavisna_m,unique_form,1,linearno nezavisna modulna baza / klasy ostatkov / kongruencija,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--linearno_nezavisny_v,ISV-linear_unabhängig_in_bezug_auf_p--linearno_nezavisny_v,unique_form,1,linearno nezavisny vzhodno k P,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--linearno_nezavisnyh_,ISV-in_bezug_auf_omega_linear_unabhängigen_e--linearno_nezavisnyh_,unique_form,1,linearno nezavisnyh nad Omega elementov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--linearno_sočinenje_l,ISV-lineare_verbindung_linearform--linearno_sočinenje_l,unique_form,1,linearno sočinenje / linearna forma,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--medžukolco,ISV-zwischenring--medžukolco,unique_form,1,medžukolco,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-unnamed--medžupolja_medžupolj,ISV-zwischenkörper--medžupolja_medžupolj,unique_form,1,medžupolja / medžupolj,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--minimalna_baza,ISV-minimalbasis--minimalna_baza,unique_form,1,minimalna baza,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--mnogovidnost,ISV-mannigfaltigkeit--mnogovidnost,unique_form,1,mnogovidnost,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--množinno-teoretičny_,ISV-mengentheoretischer_durchschnitt--množinno-teoretičny_,unique_form,1,množinno-teoretičny prěsěk,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--množitelje,ISV-multiplikatoren--množitelje,unique_form,1,množitelje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--modul_m_sigma_moduln,ISV-modul_m_sigma_moduleigenschaft--modul_m_sigma_moduln,unique_form,1,modul M_sigma / modulno svojstvo,F10-1,F10-1,2.0,0.0,0.0,2,1,1,0.0,1.0,1.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--modul_ostatkovyh_kla,ISV-restklassenmodul--modul_ostatkovyh_kla,unique_form,1,modul ostatkovyh klasov,F10-2,F10-2,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,OVERCLAIM_BACKFILL_NEEDED
ISV-unnamed--modulna_baza,ISV-modulbasis--modulna_baza,unique_form,1,modulna baza,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--modulna_baza_fundame,ISV-modulbasis_fundamentalform_fundamentalgl--modulna_baza_fundame,unique_form,1,modulna baza / fundamentalna forma / fundamentalno uravnenje,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--modulna_homomorfnost,ISV-modulhomomorphie_zum_system_der_spuren_4--modulna_homomorfnost,unique_form,1,"modulna homomorfnost ... k sistemě slědov (§4, 3)",F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--modulna_oblast,ISV-modulbereich--modulna_oblast,unique_form,1,modulna oblast,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
ISV-unnamed--modulne_bazy,ISV-modulbasen--modulne_bazy,unique_form,1,modulne bazy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,MISSING_WITNESS_BACKFILL
