term_id,chosen_form_latin,f10_flag,E,W,S,I,X,safe_to_show_external,required_fix,route,route_key,c2_priority,shelf_langs,witness_writeback_level,witness_writeback_concept
ISV-einfach--prosta_grupa,prosta grupa,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,grup,False,all_shelves,,
ISV-einfache_gruppe--prosta_grupa,prosta grupa,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,group
ISV-einfacher_modul--prosty_modul,prosty modul,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-einförmiger_fall--jednoformny_slučaj,jednoformny slučaj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,,
ISV-eingliedrige_mehrgliedrige_modulbasis--jednoelementny_mnogo,jednoelementny / mnogočlenny bazis modula,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-einheit_aus_omega--jedinica_iz_omega,jedinica iz [Omega],F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,unit,False,,,
ISV-einheiten--jedinice,jedinice,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,unit,False,,,
ISV-einheiten_der_restgruppe_rechnen_mit_ein--jedinice_grupy_ostat,jedinice grupy ostatkov / računanje s jedinicami,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-einheitselement--jediničny_element,jediničny element,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-einheitselement_e_modulbasis--jediničny_element_e_,jediničny element e / modulna baza,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-einheitsideal--jediničny_ideal,jediničny ideal,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-einheitsideal_d--jediničny_ideal_d,jediničny ideal D,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-einheitsideal_einheitselement--jediničny_ideal_jedi,jediničny ideal / jediničny element,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-einheitsideal_nullideal_frako--jediničny_ideal_nulo,jediničny ideal / nulovy ideal / \frako kako jediničny ideal,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-einheitsklasse--jediničny_klas,jediničny klas,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,unit,False,,,
ISV-einheitsklasse_einheit--jediničny_klas_jedin,jediničny klas / jedinica,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,unit,False,,,
ISV-einheitsmatrix--jedinična_matrica,jedinična matrica,F10-4,2,0,0,0,1,yes_with_definition,keep explicit definition at first use; mark authority-needed in review packet,,,,,,
ISV-einheitsmodul--jediničny_modul,jediničny modul,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-einheitsoperator--jediničny_operator,jediničny operator,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,identity operator,False,,,
ISV-einige_der_unbestimmten_durch_zahlen_ers--něktore_neopreděljen,něktore neopreděljene zaměniti čislami,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,set,True,es;fa;fr,,
ISV-einmalige_faltung--jednokratno_svijanje,jednokratno svijanje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,folding,False,,,
ISV-einmalige_faltung--jednorazovo_svijanje,jednorazovo svijanje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,folding,False,,,
ISV-einordnung_der_hyperkomplexen_systeme--uvrstjenje_hiperkomp,Uvrstjenje hiperkompleksnyh sistemov v teoriju,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-einseitige_moduln--jednostranne_moduly,jednostranne moduly,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-einstufig_isomorph--prosto_izomorfna,prosto izomorfna,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,izomorf,False,all_shelves,concept_shelf,isomorphism
ISV-einteilung_der_bereiche_in_klassen--razděljenje_oblastij,razděljenje oblastij ... na klasy,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-einzelnorm--pojedina_norma,pojedina norma,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-element_zweiter_art_exponent--element_drugogo_roda,element drugogo roda / eksponenta,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-elementarteiler--elementarne_dělitelj,elementarne dělitelje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-elementarteiler--elementarny_dělitelj,elementarny dělitelj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-elementarteilerform--forma_elementarnyh_d,forma elementarnyh děliteljev,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-elementarteilerform_norm--forma_elementarnyh_d,forma elementarnyh děliteljev / norma,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-elementarteilersystem--sistem_elementarnyh_,sistem elementarnyh děliteljev,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-elementarteilertheorie--teorija_elementarnyh,teorija elementarnyh děliteljev,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-elementenweise_vertauschbare_unterringe_--elementno_komutujuče,elementno komutujuče podkolca; komutantny teorem,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-elimination--eliminacija,eliminacija,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-eliminationstheorie--teorija_eliminacije,teorija eliminacije,F10-4,3,0,0,0,1,yes_with_definition,keep explicit definition at first use; mark authority-needed in review packet,,,,,,
ISV-endlich_viele_linear_unabhängige_restkla--konečno_mnogo_ostatk,konečno mnogo ostatkovyh klasov linearno nezavisnyh,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,linear,False,all_shelves,,
ISV-endliche_abelsche_gruppe--konečna_abelova_grup,konečna Abelova grupa,F10-0,3,1,1,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,concept_shelf,group
ISV-endliche_algebraische_erweiterung--konečno_algebraično_,konečno algebraično razširenje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-endliche_basis_der_differentialausdrueck--konečny_bazis_difere,konečny bazis diferencialnyh izrazov,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,basis
ISV-endliche_gruppe--konečna_grupa,konečna grupa,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,group
ISV-endliche_unendliche_kontinuierliche_grup--konečna_beskonečna_k,konečna / beskonečna kontinuirna grupa,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,group
ISV-endliche_unendliche_restgruppe--konečna_beskonečna_g,konečna / beskonečna grupa ostatkov,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-endlicher_algebraischer_erweiterungskörp--konečno_algebraično_,konečno algebraično razširjenje polja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-endlicher_algebraischer_körper_über--konečno_algebraično_,konečno algebraično razširenje nad,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,field
ISV-endlicher_modul--konečny_to_jest_kone,"konečny, to jest konečno porodženy modul",F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-endliches_ideal_idealbasis--konečny_ideal_idealn,konečny ideal / idealny bazis,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,concept_shelf,ideal
ISV-endlichkeit_im_engeren_sinn--konečnost_v_užšem_sm,konečnost v užšem smyslu,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,residue class,False,,,
ISV-endlichkeitsbedingung_endlicher_modul_mo--uslovje_konečnosti_k,uslovje konečnosti; konečny modul; modulny bazis,F10-0,3,1,1,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,concept_shelf,module
ISV-endlichkeitsbedingung_idealbasis--uslovje_konečnosti_i,uslovje konečnosti / idealny bazis,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-endlichkeitssaetze--teoremy_konečnosti,teoremy konečnosti,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-endlichkeitssaetze_hilbertscher_modulsat--teoremy_konečnosti_h,teoremy konečnosti / Hilbertov teorem o bazisu modula,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,theorem,True,ar;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-endlichkeitssatz--teorem_o_konečnosti,teorem o konečnosti,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-energierelationen_energiesätze_energieko--energijske_relacije_,energijske relacije / energijske zakony / energijske komponenty,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,relation,True,es;fr,,
ISV-entsprechenden_formen--odgovarjajuče_formy,odgovarjajuče formy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-ergänzungsdarstellung--dopolnitelno_predsta,dopolnitelno predstavjenje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,,
ISV-erste_integrale--prve_integraly,prve integraly,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-erster_art--prvogo_roda,prvogo roda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,,
ISV-erster_isomorphiesatz--prvy_teorem_o_izomor,prvy teorem o izomorfizmu,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-erweiterung_des_grundkörpers--razširenje_osnovnogo,razširenje osnovnogo těla,F10-1,3,0,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,concept_shelf,extension of the ground field
ISV-erweiterung_erster_art--razširenje_prvogo_ro,razširenje prvogo roda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,,
ISV-erweiterung_erster_art_zweiter_art--razširjenje_prvogo_r,razširjenje prvogo roda / vtorogo roda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,extension of the first kind,False,,,
ISV-erweiterungen_in_allen_quotientenringen_--razširjenja_sovpadaj,razširjenja ... sovpadajut v vsih kolcah kvocientov,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-erweiterungsideal--ideal_razširenja,ideal razširenja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-erweiterungsideal--razširjeny_ideal,razširjeny ideal,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-erweiterungsideal_eines_beliebigen_ideal--razširjeny_ideal_lib,razširjeny ideal libovoljnogo ideala c,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-erweiterungskörper--razširitelno_polje,razširitelno polje,F10-0,3,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-erweiterungskörper_erweiterungsring--razširjeno_polje_raz,razširjeno polje / razširjeno kolco,F10-3,2,1,1,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-erweiterungsring--razširjeno_kolco,razširjeno kolco,F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-erweiterungsring_eines_körpers_erweiteru--razširjeno_kolco_pol,razširjeno kolco polja / razširjeno polje,F10-3,2,1,1,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-erweiterungsring_erweiterungsmodul--kolco_razširenja_mod,kolco razširenja; modul razširenja,F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-erweiterungsring_ohne_nullteiler_von_z--razširjeno_kolco_od_,razširjeno kolco od Z bez nulovyh děliteljev,F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-erweiterungsring_overlinemathfrak_rmathf--razširjeno_kolco_ove,razširjeno kolco \overline{\mathfrak R}=\mathfrak R[\overline P],F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-erweiterungsringe_von_körpern--razširjene_kolca_pol,razširjene kolca polj,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-es_sollen_daher_vorerst_diskriminantenid--zato_najprvo_treba_r,Zato najprvo treba razsmotriti diskriminantne idealy primarnyh kolc.,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-eventuelle_adjunktion_von_unbestimmten--možno_prisojedinjenj,možno prisojedinjenje neopreděljenyh,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,adjunction,False,,,
ISV-explizite_zerlegung--eksplicitno_razložen,eksplicitno razloženje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,decomposition,True,,,
ISV-exponent--eksponent,eksponent,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-exponent_eines_primären_ideals--eksponent_primarnogo,eksponent primarnogo ideala,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-exponent_index--eksponent_indeks,eksponent = indeks,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,eksponent,False,all_shelves,,
ISV-faktorensystem--faktorna_sistema,faktorna sistema,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,sistem,False,all_shelves,,
ISV-faktorensystem--unnamed,,F10-1,0,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,factor system,False,,,
ISV-faktorgruppe--faktorgrupa,faktorgrupa,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-faltung--svijanje,svijanje,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-faltung_von_s_mit_den_formen_7_ordnung--svijanje_s_s_formami,svijanje s s formami 7. poręda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-faltung_von_s_mit_den_formen_fünfter_ord--svijanje_s_s_formami,svijanje s s formami 5. poręda i s produktom,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-faltung_von_s_mit_den_formen_sechster_or--svijanje_s_s_formami,svijanje s s formami 6. poręda,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-faltung_von_s_mit_nu_h_l_h2--svijanje_s_s_nu_h_l_,svijanje $s$ s $\nu; H; L; H^2$,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,folding,False,,,
ISV-faltungsprozeß_faltung--proces_svijanja_svij,proces svijanja / svijanje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,folding,False,,,
ISV-folgerung--poslědok,poslědok,F10-1,2,0,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,concept_shelf,corollary
ISV-folgerungen--poslědki,poslědki,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,,
ISV-formen_11_ordnung--formy_11_poręda,formy 11. poręda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-formen_neunter_ordnung--formy_9_poręda,formy 9. poręda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-formen_zehnter_ordnung--formy_10_poręda,formy 10. poręda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-formen_zehnter_ordnung--formy_desętogo_poręd,formy desętogo poręda,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-formenreihe--ręd_form,ręd form,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-formenreiheformenreihen--ręd_form_rędy_form,ręd form / rędy form,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,,
ISV-formensystem--sistema_form,sistema form,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,sistem,False,all_shelves,,
ISV-frei_von_x_1x_i-1--svobodne_od_x_1x_i-1,"svobodne od x_1,...,x_{i-1}",F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-fundamentalgleichung_fundamentalform--fundamentalno_uravne,fundamentalno uravnenje / fundamentalna forma,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-fundamentalsatz_der_eliminationstheorie--fundamentalny_teorem,fundamentalny teorem teorije eliminacije,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-funktion_erster_art_körper_erster_art--funkcija_prvogo_roda,funkcija prvogo roda / polje prvogo roda,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-funktionalbereich--funkcionalna_oblast,funkcionalna oblast,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,funkci,False,all_shelves,,
ISV-funktionaldeterminante--funkcionalny_determi,funkcionalny determinant,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-funktionaldeterminante_funktionalmatrix--funkcionalny_determi,funkcionalny determinant / funkcionalna matrica,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-funktionaldeterminanten--funkcionalne_determi,funkcionalne determinanty,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-funktionen_nullten_grades--funkcije_nultogo_ste,funkcije nultogo stepena,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-galoissche_körper_galoisscher_erweiterun--galoisova_polja_galo,Galoisova polja / Galoisovo razširjeno polje,F10-0,2,1,1,0,1,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-galoissche_resolvente--galoisova_rezolventa,Galoisova rezolventa,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-ganz-abgeschlossen_ganze_abgeschlossenhe--integralno_zamknjeno,integralno zamknjeno / integralna zamknjenost,F10-4,2,0,0,0,0,yes_with_definition,keep explicit definition at first use; mark authority-needed in review packet,,,,,,
ISV-ganz_abgeschlossen--integralno_zamknjeny,integralno zamknjeny / integralna zamknjenost,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,integral,False,all_shelves,,
ISV-ganz_in_bezug_auf_r--cěly_vzhodno_k_r,cěly vzhodno k R,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-ganz_in_bezug_auf_r_ganze_größen--cěly_vzhodno_k_r_ele,cěly vzhodno k R / elementy cěle vzhodno k R,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,element,True,all_shelves,,
ISV-ganz_rational--cělo-racionalny,cělo-racionalny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,racional,False,all_shelves,,
ISV-ganz_und_primitiv_in_den_variablen--cěly_i_primitivny_po,cěly i primitivny po sootvětnyh neopreděljenyh,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-ganze_abgeschlossenheit_von_o_in_omega--integralna_zamknutos,integralna zamknutost o v Omega,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,integral,False,all_shelves,,
ISV-ganze_algebraische_funktionen--cěle_algebraične_fun,cěle algebraične funkcije,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-ganze_ganzzahlige_symmetrische_funktione--cěle_celočislene_sim,cěle celočislene simetrične funkcije od n redov veličin,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-ganze_größen--cěle_veličiny,cěle veličiny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-ganze_größen_eines_beliebigen_körpers--cěle_veličiny_libovo,cěle veličiny libovoljnogo polja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-ganze_größen_ganze_rationale_zahlen--cěle_veličiny_cěle_r,cěle veličiny / cěle racionalne čisla,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
