automaton_term_id,stateC_term_id,match_quality,post_duplicate_count,chosen_form_latin,automaton_f10,stateC_f10,automaton_E,automaton_W,automaton_S,stateC_E,stateC_W,stateC_S,delta_E,delta_W,delta_S,route,route_key,recommended_action_v2
ISV-klassen_ähnlicher_algebren_gruppe_der_kl--klasy_podobnyh_algeb,ISV-klassen_ähnlicher_algebren_gruppe_der_kl--klasy_podobnyh_algeb,same_id,1,klasy podobnyh algeber; grupa klasov,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,group,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-kleinster_enthaltender_körper--najmenjše_polje_ktor,ISV-kleinster_enthaltender_körper--najmenjše_polje_ktor,same_id,1,"najmenjše polje, ktore soderži sistem",F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-kleinstes_gemeinsames_vielfaches--najmenše_obče_mnogok,ISV-kleinstes_gemeinsames_vielfaches--najmenše_obče_mnogok,same_id,1,najmenše obče mnogokratno,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-kleinstes_gemeinsames_vielfaches_gleich_--najmenše_obče_mnogok,ISV-kleinstes_gemeinsames_vielfaches_gleich_--najmenše_obče_mnogok,same_id,1,najmenše obče mnogokratno stavaje jednako produktu,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,least common multiple,MISSING_WITNESS_BACKFILL
ISV-kleinstes_gemeinsames_vielfaches_größter--najmenše_obče_mnogok,ISV-kleinstes_gemeinsames_vielfaches_größter--najmenše_obče_mnogok,same_id,1,najmenše obče mnogokratno / največši obči dělitelj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,least common multiple,MISSING_WITNESS_BACKFILL
ISV-koeffizientenbereich--koeficientno_podružj,ISV-koeffizientenbereich--koeficientno_podružj,same_id,1,koeficientno podružje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-koeffizientenbereich--oblast_koeficientov,ISV-koeffizientenbereich--oblast_koeficientov,same_id,1,oblast koeficientov,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-koeffizientenbereich_körper_pu--oblast_koeficientov_,ISV-koeffizientenbereich_körper_pu--oblast_koeficientov_,same_id,1,oblast koeficientov / polje P(u),F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-koeffizientenbereich_omega--koeficientna_oblast_,ISV-koeffizientenbereich_omega--koeficientna_oblast_,same_id,1,koeficientna oblast Omega,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-koeffizientenbereich_ω--koeficientno_polje_ω,ISV-koeffizientenbereich_ω--koeficientno_polje_ω,same_id,1,koeficientno polje Ω,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-kommutativer_körper_k--komutativno_polje_k,ISV-kommutativer_körper_k--komutativno_polje_k,same_id,1,komutativno polje K,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-kommutativer_körper_p--komutativno_tělo_p,ISV-kommutativer_körper_p--komutativno_tělo_p,same_id,1,komutativno tělo P,F10-0,F10-0,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-komplement--komplement,ISV-komplement--komplement,same_id,1,komplement,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-komplement_von_q--komplement_q,ISV-komplement_von_q--komplement_q,same_id,1,komplement Q,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-komplementpotenz_durch_ein_primärideal_t--stepen_komplementa_d,ISV-komplementpotenz_durch_ein_primärideal_t--stepen_komplementa_d,same_id,1,stepen komplementa / dělimy črez primarny ideal,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-komponenten_in_gruppen_zusammenfassen--shvatiti_komponenty_,ISV-komponenten_in_gruppen_zusammenfassen--shvatiti_komponenty_,same_id,1,shvatiti komponenty v grupy,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-kompositionsfaktoren--kompozicijne_faktory,ISV-kompositionsfaktoren--kompozicijne_faktory,same_id,1,kompozicijne faktory,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,direct factor,MISSING_WITNESS_BACKFILL
ISV-kompositionsreihe--kompozicijny_rjad,ISV-kompositionsreihe--kompozicijny_rjad,same_id,1,kompozicijny rjad,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-kompositionsreihe_des_darstellungsmoduls--kompozicijna_serija_,ISV-kompositionsreihe_des_darstellungsmoduls--kompozicijna_serija_,same_id,1,kompozicijna serija modula predstavjenja,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,B_intl_stem_probeable,modul,MISSING_WITNESS_BACKFILL
ISV-kompositionsreihe_kompositionsfaktor--kompozicijny_rjad_ko,ISV-kompositionsreihe_kompositionsfaktor--kompozicijny_rjad_ko,same_id,1,kompozicijny rjad / kompozicijny faktor,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,direct factor,MISSING_WITNESS_BACKFILL
ISV-kongruenzkomposition--kongruenzkomposition,ISV-kongruenzkomposition--kongruenzkomposition,same_id,1,Kongruenzkomposition,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,kongruen,MISSING_WITNESS_BACKFILL
ISV-konjugierte_des_nenners--konjugaty_imenovatel,ISV-konjugierte_des_nenners--konjugaty_imenovatel,same_id,1,konjugaty imenovatelja,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,trace,MISSING_WITNESS_BACKFILL
ISV-konjugiertenklasse_klassen_konjugierter_--konjugacijna_klasa,ISV-konjugiertenklasse_klassen_konjugierter_--konjugacijna_klasa,same_id,1,konjugacijna klasa,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-kontragredient_kogredient--kontragradientny_kog,ISV-kontragredient_kogredient--kontragradientny_kog,same_id,1,kontragradientny / kogradientny,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-kontragrediente_formen--kontragredientne_for,ISV-kontragrediente_formen--kontragredientne_for,same_id,1,kontragredientne formy,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-kontragrediente_symbole--kontragredientne_sim,ISV-kontragrediente_symbole--kontragredientne_sim,same_id,1,kontragredientne simboly,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-kreiskörper--kružno_polje,ISV-kreiskörper--kružno_polje,same_id,1,kružno polje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-kroneckersche_substitution--kroneckerova_substit,ISV-kroneckersche_substitution--kroneckerova_substit,same_id,1,Kroneckerova substitucija,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-kurzmitteilungen--kratke_komunikacije,ISV-kurzmitteilungen--kratke_komunikacije,same_id,1,kratke komunikacije,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-körper--tělo,ISV-körper--tělo,same_id,1,tělo,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-körper_funktionenkörper_zahlkörper--polje_polje_funkcij_,ISV-körper_funktionenkörper_zahlkörper--polje_polje_funkcij_,same_id,1,polje / polje funkcij / čislovo polje,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-körper_k_n_ho--polja_k_n_ho,ISV-körper_k_n_ho--polja_k_n_ho,same_id,1,"polja K_{nho}",F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,C_concept_linked_shelf_plausible,extension of the first kind,MISSING_WITNESS_BACKFILL
ISV-körper_kommutativer_körper--tělo_komutativno_pol,ISV-körper_kommutativer_körper--tělo_komutativno_pol,same_id,1,tělo; komutativno polje,F10-0,F10-0,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-körper_nicht_notwendig_kommutativ--tělo,ISV-körper_nicht_notwendig_kommutativ--tělo,same_id,1,tělo,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-körper_und_systeme_rationaler_funktionen--polja_i_sistemy_raci,ISV-körper_und_systeme_rationaler_funktionen--polja_i_sistemy_raci,same_id,1,Polja i sistemy racionalnyh funkcij,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-kürzeste_darstellung--najkrajše_predstavje,ISV-kürzeste_darstellung--najkrajše_predstavje,same_id,1,najkrajše predstavjenje,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,C_concept_linked_shelf_plausible,representation,MISSING_WITNESS_BACKFILL
ISV-kürzeste_darstellungen--najkratše_predstavje,ISV-kürzeste_darstellungen--najkratše_predstavje,same_id,1,najkratše predstavjenja,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,C_concept_linked_shelf_plausible,representation,MISSING_WITNESS_BACKFILL
ISV-laenge_des_ideals_kompositionsreihe--dolžina_ideala_kompo,ISV-laenge_des_ideals_kompositionsreihe--dolžina_ideala_kompo,same_id,1,dolžina ideala / kompozicijna serija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-lagrangesche_gattungsbereiche--lagrangeve_rodove_ob,ISV-lagrangesche_gattungsbereiche--lagrangeve_rodove_ob,same_id,1,Lagrangeve rodove oblasti,F10-2,F10-2,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,OVERCLAIM_BACKFILL_NEEDED
ISV-lagrangesche_interpolationsformel--lagrangeva_interpola,ISV-lagrangesche_interpolationsformel--lagrangeva_interpola,same_id,1,Lagrangeva interpolacijska formula,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-lagrangescher_gattungsbereich--lagrangeva_rodova_ob,ISV-lagrangescher_gattungsbereich--lagrangeva_rodova_ob,same_id,1,Lagrangeva rodova oblast,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,field,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-lambda_beliebig--lambda_jest_proizvol,ISV-lambda_beliebig--lambda_jest_proizvol,same_id,1,$\lambda$ jest proizvoljno,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-lexikographische_anordnung_höchste_glied--leksikografičny_red_,ISV-lexikographische_anordnung_höchste_glied--leksikografičny_red_,same_id,1,leksikografičny red / najvyšše členy,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,A_probe_covered_concept,coefficient,MISSING_WITNESS_BACKFILL
ISV-linear_gebrochene_abhängigkeit--linearno-drobna_zavi,ISV-linear_gebrochene_abhängigkeit--linearno-drobna_zavi,same_id,1,linearno-drobna zavisnost,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,linear,MISSING_WITNESS_BACKFILL
ISV-linear_unabhängig_voneinander_und_von--linearno_nezavisne_m,ISV-linear_unabhängig_voneinander_und_von--linearno_nezavisne_m,same_id,1,linearno nezavisne medžu soboju i od ...,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,linear,MISSING_WITNESS_BACKFILL
ISV-lineare_gleichungssysteme--linearne_sistemy_jed,ISV-lineare_gleichungssysteme--linearne_sistemy_jed,same_id,1,linearne sistemy jednačenj,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,equation,MISSING_WITNESS_BACKFILL
ISV-lineare_transformation--linearna_transformac,ISV-lineare_transformation--linearna_transformac,same_id,1,linearna transformacija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,linear,MISSING_WITNESS_BACKFILL
ISV-lineare_verbindungen--linearne_kombinacije,ISV-lineare_verbindungen--linearne_kombinacije,same_id,1,linearne kombinacije,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,linear,MISSING_WITNESS_BACKFILL
ISV-linearfaktor--linearny_faktor,ISV-linearfaktor--linearny_faktor,same_id,1,linearny faktor,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-linearformenmodul--modul_linearnyh_form,ISV-linearformenmodul--modul_linearnyh_form,same_id,1,modul linearnyh form,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,module,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-lineargebrochene_transformation--drobno-linearne_preo,ISV-lineargebrochene_transformation--drobno-linearne_preo,same_id,1,drobno-linearne preobraženje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,linear,MISSING_WITNESS_BACKFILL
ISV-lineargebrochene_transformation--linearno-drobna_tran,ISV-lineargebrochene_transformation--linearno-drobna_tran,same_id,1,linearno-drobna transformacija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,linear,MISSING_WITNESS_BACKFILL
ISV-linker_oberer_eckpunkt--lěvy_gorny_kut,ISV-linker_oberer_eckpunkt--lěvy_gorny_kut,same_id,1,lěvy gorny kut,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-linkseinheit--lěva_jedinica,ISV-linkseinheit--lěva_jedinica,same_id,1,lěva jedinica,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,unit,MISSING_WITNESS_BACKFILL
ISV-linkseinheit_rechtseinheit--lěva_jedinica_prava_,ISV-linkseinheit_rechtseinheit--lěva_jedinica_prava_,same_id,1,lěva jedinica / prava jedinica,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,unit,MISSING_WITNESS_BACKFILL
ISV-linksideale_rechtsideal--lěve_idealy_pravy_id,ISV-linksideale_rechtsideal--lěve_idealy_pravy_id,same_id,1,lěve idealy / pravy ideal,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-lürothsche_funktion--lürothova_funkcija,ISV-lürothsche_funktion--lürothova_funkcija,same_id,1,Lürothova funkcija,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-m_definierendes_ideal_implicit_in_scan_c--definujuči_ideal,ISV-m_definierendes_ideal_implicit_in_scan_c--definujuči_ideal,same_id,1,definujuči ideal,F10-0,F10-0,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-matrizeneinheiten--matrične_jedinice,ISV-matrizeneinheiten--matrične_jedinice,same_id,1,matrične jedinice,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,unit,MISSING_WITNESS_BACKFILL
ISV-maximalbedingung--uslovje_maksimalnost,ISV-maximalbedingung--uslovje_maksimalnost,same_id,1,uslovje maksimalnosti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,maksimal,MISSING_WITNESS_BACKFILL
ISV-maximalbedingung_minimalbedingung_für_re--uslovje_maksimalnost,ISV-maximalbedingung_minimalbedingung_für_re--uslovje_maksimalnost,same_id,1,uslovje maksimalnosti / minimalnosti za prave idealy,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-maximalbereich--maksimalna_oblast,ISV-maximalbereich--maksimalna_oblast,same_id,1,maksimalna oblast,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,maksimal,MISSING_WITNESS_BACKFILL
ISV-minimalbasis--minimalna_baza,ISV-minimalbasis--minimalna_baza,same_id,1,minimalna baza,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-minimalbedingung--uslovje_minimalnosti,ISV-minimalbedingung--uslovje_minimalnosti,same_id,1,uslovje minimalnosti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,minimal,MISSING_WITNESS_BACKFILL
ISV-minimalresolvente--minimalna_rezolventa,ISV-minimalresolvente--minimalna_rezolventa,same_id,1,minimalna rezolventa,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-mit_ausnahme_von--s_izključenjem,ISV-mit_ausnahme_von--s_izključenjem,same_id,1,s izključenjem,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,prime ideal,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-mit_einem_zusatz_gemeinsam_mit_e_noether--s_dodatkom_společně_,ISV-mit_einem_zusatz_gemeinsam_mit_e_noether--s_dodatkom_společně_,same_id,1,"s dodatkom, společně s E. Noether",F10-1,F10-1,2.0,0.0,1.0,2,0,1,0.0,0.0,0.0,A_probe_covered_concept,corollary,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-modul_aus_linearformen--modul_iz_linearnyh_f,ISV-modul_aus_linearformen--modul_iz_linearnyh_f,same_id,1,modul iz linearnyh form,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,module,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-modul_historical_generated_polynomial_se--modul,ISV-modul_historical_generated_polynomial_se--modul,same_id,1,modul,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,polynomial,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-modul_in_σt--modul_v_σt,ISV-modul_in_σt--modul_v_σt,same_id,1,"modul v (Σ,T)",F10-1,F10-1,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,B_intl_stem_probeable,modul,MISSING_WITNESS_BACKFILL
ISV-modulbasis--modulna_baza,ISV-modulbasis--modulna_baza,same_id,1,modulna baza,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-moduldarstellung--modulno_predstavjenj,ISV-moduldarstellung--modulno_predstavjenj,same_id,1,modulno predstavjenje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,modul,MISSING_WITNESS_BACKFILL
ISV-modulprodukt--modulny_produkt,ISV-modulprodukt--modulny_produkt,same_id,1,modulny produkt,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,B_intl_stem_probeable,modul,MISSING_WITNESS_BACKFILL
ISV-multiplicity_numbers--čisla_mnogokratnosti,ISV-multiplicity_numbers--čisla_mnogokratnosti,same_id,1,čisla mnogokratnosti,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-multiplikationstafel--tablica_množenja,ISV-multiplikationstafel--tablica_množenja,same_id,1,tablica množenja,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,one-to-one,MISSING_WITNESS_BACKFILL
ISV-multiplikatorenbereich--oblast_množiteljev,ISV-multiplikatorenbereich--oblast_množiteljev,same_id,1,oblast množiteljev,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,multiplier domain,MISSING_WITNESS_BACKFILL
ISV-multiplizitaetsbedingungen_multiplizitae--uslovja_mnogokratnos,ISV-multiplizitaetsbedingungen_multiplizitae--uslovja_mnogokratnos,same_id,1,uslovja mnogokratnosti / mnogokratnost,F10-0,F10-0,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-nachbemerkung--dodatna_primětka,ISV-nachbemerkung--dodatna_primětka,same_id,1,Dodatna primětka,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,remark,MISSING_WITNESS_BACKFILL
ISV-nachbemerkung--primětka,ISV-nachbemerkung--primětka,same_id,1,primětka,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,C_concept_linked_shelf_plausible,remark,MISSING_WITNESS_BACKFILL
ISV-nebenbedingung--dodatno_uslovje,ISV-nebenbedingung--dodatno_uslovje,same_id,1,dodatno uslovje,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-nicht-isolierte_imbedded_primäre_ideale--neizolovane_imbedded,ISV-nicht-isolierte_imbedded_primäre_ideale--neizolovane_imbedded,same_id,1,neizolovane (imbedded) primarne idealy,F10-0,F10-0,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,,,ACCEPTABLE_LOW_PRIORITY
ISV-nicht-kommutativer_ringbereich_nicht-kom--nekomutativna_kolcev,ISV-nicht-kommutativer_ringbereich_nicht-kom--nekomutativna_kolcev,same_id,1,nekomutativna kolceva oblast / nekomutativno kolco,F10-3,F10-3,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,,,P1_REVIEW_ADVERSE_OR_COMPETITOR
ISV-nicht-rationale_involution--neracionalna_involuc,ISV-nicht-rationale_involution--neracionalna_involuc,same_id,1,neracionalna involucija,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,basis,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-nicht_identisch_verschwinden_identisch_v--ne_izčezaje_identičn,ISV-nicht_identisch_verschwinden_identisch_v--ne_izčezaje_identičn,same_id,1,ne izčezaje identično / identično izčezaje,F10-1,F10-1,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-nicht_stichhaltig--ne_jest_dostatočno_o,ISV-nicht_stichhaltig--ne_jest_dostatočno_o,same_id,1,ne jest dostatočno obosnovany,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-nichtprimär--neprimarny,ISV-nichtprimär--neprimarny,same_id,1,neprimarny,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-nichtprimär_primär--neprimarny_primarny,ISV-nichtprimär_primär--neprimarny_primarny,same_id,1,neprimarny / primarny,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,D_no_route_true_gap,,MISSING_WITNESS_BACKFILL
ISV-niedrigeren_grades--nižšego_stepena,ISV-niedrigeren_grades--nižšego_stepena,same_id,1,nižšego stepena,F10-1,F10-1,2.0,0.0,0.0,2,0,0,0.0,0.0,0.0,A_probe_covered_concept,equation,MISSING_WITNESS_BACKFILL
ISV-nilpotentes_ideal--nilpotentny_ideal,ISV-nilpotentes_ideal--nilpotentny_ideal,same_id,1,nilpotentny ideal,F10-4,F10-4,3.0,1.0,1.0,3,1,1,0.0,0.0,0.0,,,AUTHORITY_OR_SPECIALIST_NEEDED
ISV-noetherscher_fundamentalsatz_der_algebra--noetherov_fundamenta,ISV-noetherscher_fundamentalsatz_der_algebra--noetherov_fundamenta,same_id,1,Noetherov fundamentalny teorem algebraičnyh funkcij,F10-0,F10-0,3.0,0.0,0.0,3,0,0,0.0,0.0,0.0,,,REVIEW_OR_CONTEXT_CHECK
ISV-norm_des_grundideals_nach_m--norma_osnovnogo_idea,ISV-norm_des_grundideals_nach_m--norma_osnovnogo_idea,same_id,1,norma osnovnogo ideala vzhodno k m,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,ideal,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-norm_elementarteiler--norma_elementarny_dě,ISV-norm_elementarteiler--norma_elementarny_dě,same_id,1,norma / elementarny dělitelj,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,element,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-norm_nach_diesem_modul_nach_q--norma_po_tom_modulu_,ISV-norm_nach_diesem_modul_nach_q--norma_po_tom_modulu_,same_id,1,norma po tom modulu / po Q,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,A_probe_covered_concept,module,WRITEBACK_CANDIDATE_AFTER_ROW_CHECK
ISV-norm_normbildung--norma_obrazovanje_no,ISV-norm_normbildung--norma_obrazovanje_no,same_id,1,norma / obrazovanje normy,F10-1,F10-1,2.0,1.0,1.0,2,1,1,0.0,0.0,0.0,C_concept_linked_shelf_plausible,norm,MISSING_WITNESS_BACKFILL
