structural_id,work_id,unit_id,kind,title,authority_pointer_id,authority_sha256,paper_interval_sha256,source_local_start,source_local_end,source_whole_start,source_whole_end,source_unit_sha256,source_slice_sha256,target_language,target_path,target_sha256,target_line_start,target_line_end,target_slice_sha256,parent_id,order,cross_references,completion_state,review_state,publication_state,continuation_cursor
NOE-P07-KO-STR-028,NOETH-P07,U05,prose,Power sum of h linear forms,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,74,79,5915,5920,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,AFDA0B3FFDE9080AB9DFF3326259C6B82D7FB102FA45A56E216519FE45038B90,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,21,26,ADAD4989EAC8D3B63D623ED5D036E6992B884A1313C54F5E99C6856E20E94CBE,NOE-P07-KO-STR-018,28,NOE-P07-KO-STR-029,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-029,NOETH-P07,U05,display,The h linear forms xi,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,75,78,5916,5919,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,FFA3AEEE5CEF75404D48B4C6F21C2D2F78E8F32F7EFE643E2A3D6F4A09A05E34,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,22,25,FFA3AEEE5CEF75404D48B4C6F21C2D2F78E8F32F7EFE643E2A3D6F4A09A05E34,NOE-P07-KO-STR-028,29,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-030,NOETH-P07,U05,prose,Reduction of all power sums to the first h,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,79,83,5920,5924,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,9E52EB54842270448C4648D6ADCC9DFA5C810DEE561CBA3EAA80D1FF7B684214,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,26,30,488065B2F0B6779B8065A1DEECE424D490BE986C907A07D154D589321B5B0FCC,NOE-P07-KO-STR-018,30,NOE-P07-KO-STR-031,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-031,NOETH-P07,U05,display,First h power sums,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,80,82,5921,5923,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,94686497E99FFDA3D59984DA044C6CAA500842BFD3E8A93FAD3B67E9C90F5CBB,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,27,29,2988A1DC36D5D8CE91D8DDDDF7C12C1094B1A624142F3CDB0A27CD6B2F971FAA,NOE-P07-KO-STR-030,31,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-032,NOETH-P07,U05,prose,Coefficient bound and second complete system,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,83,87,5924,5928,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,13CF631AC50C72909B5C584E1E2385767E94FADE0C9BC3ECD0C15D633D091ABF,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,30,34,1A146FF3070FCA275929F544E34DA1C23FA34D7919CFDED8C916496D9FBD4985,NOE-P07-KO-STR-018,32,NOE-P07-KO-STR-033|NOE-P07-KO-STR-034,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-033,NOETH-P07,U05,display,Bounded-index J invariants,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,84,86,5925,5927,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,0ADB49ABCD2E74630E207C85F80AA3E2BF815E26002B6156E018464AF80831B3,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,31,33,0ADB49ABCD2E74630E207C85F80AA3E2BF815E26002B6156E018464AF80831B3,NOE-P07-KO-STR-032,33,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-034,NOETH-P07,U05,theorem,Second complete invariant system theorem,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,89,89,5930,5930,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,8D1C095EC780906E5F4593A9A9A28FD30B3C91699A60FE5EBC574E20E4188682,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,36,36,9CB317D63ABFA0AE9CB3FFE7362B656A0B7C18BFC6C5E5CF14063D0EA7DD86E1,NOE-P07-KO-STR-018,34,NOE-P07-KO-STR-025|NOE-P07-KO-STR-033,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-035,NOETH-P07,U06,remark,Equivalence of the two systems and degree bound,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,91,91,5932,5932,259F6AF8F5291DF1E69522664C6283722076A4E0FD9E97909707C9033E3C0B04,259F6AF8F5291DF1E69522664C6283722076A4E0FD9E97909707C9033E3C0B04,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U06_UNCHECKED.tex,896E625D41FEE52847CABFE77CE7426ADFE18CB8169EE8CB463D0765B5AA4AB3,11,11,737063351FEB9F2BAF5D85FF2B64FB83E397B837B5B2E73D3A8D436CD17C32B5,NOE-P07-KO-STR-018,35,NOE-P07-KO-STR-015|NOE-P07-KO-STR-017|NOE-P07-KO-STR-031|NOE-P07-KO-STR-034,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-036,NOETH-P07,U07,section,Subsection 3,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,93,93,5934,5934,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,C1C9B4AD746FE51552804887ADC4F829BD4E42214EC1BD6F6D3F8047E0432B92,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,11,11,C1C9B4AD746FE51552804887ADC4F829BD4E42214EC1BD6F6D3F8047E0432B92,NOE-P07-KO-STR-001,36,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-037,NOETH-P07,U07,prose,Rational representation consequence,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,94,94,5935,5935,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,0A3C8EE32465E73265269B9F682F4D2951A5FC9E40098AF8B005CE546AD58ADB,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,12,12,1DEA498377067059BC2479D5E95A62020F09A3122DD1FB60A1D2D5B9777977CF,NOE-P07-KO-STR-036,37,NOE-P07-KO-STR-015|NOE-P07-KO-STR-038|NOE-P07-KO-STR-039,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-038,NOETH-P07,U07,bibliography_item,Weber II section 58 citation,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,94,94,5935,5935,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,0A3C8EE32465E73265269B9F682F4D2951A5FC9E40098AF8B005CE546AD58ADB,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,12,12,1DEA498377067059BC2479D5E95A62020F09A3122DD1FB60A1D2D5B9777977CF,NOE-P07-KO-STR-037,38,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-039,NOETH-P07,U07,note,Repair of the cited Weber proof,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,94,108,5935,5949,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,2B4E3798A938DAC60128F4910B49629BD4B41B7A7EBA50110DFF057B7D308549,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,12,26,46FCCF74759C64212DF72A5B10A65F96CE9075FD22279C8B1387302B351465D1,NOE-P07-KO-STR-037,39,NOE-P07-KO-STR-040|NOE-P07-KO-STR-041|NOE-P07-KO-STR-042|NOE-P07-KO-STR-043,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-040,NOETH-P07,U07,display,Differentiated resolvent identity,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,95,98,5936,5939,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,E982888173464FA9268D8D7E6793A989C0980A02D00498C47C6C8AB763248138,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,13,16,5859C154297A43F246B2850A7FDE3F2DD42ED961A4C518399EB205B97A438A52,NOE-P07-KO-STR-039,40,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-041,NOETH-P07,U07,prose,Replacement for Weber formulas (7) and (8),NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,99,99,5940,5940,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,4CF0F6D0C8AC3CAB6D82D8324B20B8B4C8E405EB6F683BC6A2A911250E88B4F4,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,17,17,9E81D0D26BADA0876A4F11F74BD97CA2BEDA5A852927B299EC5AF3EAB8F82ACA,NOE-P07-KO-STR-039,41,NOE-P07-KO-STR-042,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-042,NOETH-P07,U07,display,Differential expression for omega,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,100,107,5941,5948,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,DE3466A6621EE0BA31545F8AFB0CEA48BCAA1C9E4F58975C420DD96562902436,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,18,25,A20F088FA54F8237C11E3F4D9E0641FC6368373F694AE638601325BBACAEB5C1,NOE-P07-KO-STR-039,42,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-043,NOETH-P07,U07,prose,Summation gives the desired representation,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,108,108,5949,5949,94D233D263CAF89160FD9675AD42A4A095F6BD12F5B3B1E639C08D24C0E161E0,8DAC55088B24EAB6493C38F4C5B6823DCF658B2FCB81C84088E788F409EC55E7,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U07_UNCHECKED.tex,B0AE4C26E0AE0C79111820868B09049AF18A894944CCD46EF098197A9E9BCA9C,26,26,204A0520AA40BF6495CDA39AFC8311634702680BB75016B9A1A1AAC19AC185A8,NOE-P07-KO-STR-039,43,NOE-P07-KO-STR-042,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-044,NOETH-P07,U08,section,Subsection 4,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,110,110,5951,5951,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,84C38567084FE8EEE8EAC906493446CBBC4CAAD97FB2B16F24F4F4C9441E930D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,11,11,84C38567084FE8EEE8EAC906493446CBBC4CAAD97FB2B16F24F4F4C9441E930D,NOE-P07-KO-STR-001,44,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-045,NOETH-P07,U08,prose,"Earlier paper, theorem locations, and Fischer attribution",NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,111,111,5952,5952,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,BC9AABD3C4CA9C28E433B29898EC40A92F757440C65F42D031BD76A0270AD64D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,12,12,E22A968A236094C7160A81BBBB9341698C289E12090D91DE61DC5932359DECC1,NOE-P07-KO-STR-044,45,NOE-P07-KO-STR-046|NOE-P07-KO-STR-047|NOE-P07-KO-STR-048|NOE-P07-KO-STR-049|NOE-P07-KO-STR-050,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-046,NOETH-P07,U08,bibliography_item,Körper und Systeme rationaler Funktionen,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,111,111,5952,5952,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,BC9AABD3C4CA9C28E433B29898EC40A92F757440C65F42D031BD76A0270AD64D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,12,12,E22A968A236094C7160A81BBBB9341698C289E12090D91DE61DC5932359DECC1,NOE-P07-KO-STR-045,46,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-047,NOETH-P07,U08,note,Math. Ann. 76 publication note,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,111,111,5952,5952,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,BC9AABD3C4CA9C28E433B29898EC40A92F757440C65F42D031BD76A0270AD64D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,12,12,E22A968A236094C7160A81BBBB9341698C289E12090D91DE61DC5932359DECC1,NOE-P07-KO-STR-045,47,NOE-P07-KO-STR-048,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-048,NOETH-P07,U08,bibliography_item,"Math. Ann. 76, page 161 (1915)",NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,111,111,5952,5952,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,BC9AABD3C4CA9C28E433B29898EC40A92F757440C65F42D031BD76A0270AD64D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,12,12,E22A968A236094C7160A81BBBB9341698C289E12090D91DE61DC5932359DECC1,NOE-P07-KO-STR-047,48,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-049,NOETH-P07,U08,note,Relative-invariant finiteness note,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,111,111,5952,5952,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,BC9AABD3C4CA9C28E433B29898EC40A92F757440C65F42D031BD76A0270AD64D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,12,12,E22A968A236094C7160A81BBBB9341698C289E12090D91DE61DC5932359DECC1,NOE-P07-KO-STR-045,49,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-050,NOETH-P07,U08,remark,E. Fischer attribution,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,111,111,5952,5952,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,BC9AABD3C4CA9C28E433B29898EC40A92F757440C65F42D031BD76A0270AD64D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,12,12,E22A968A236094C7160A81BBBB9341698C289E12090D91DE61DC5932359DECC1,NOE-P07-KO-STR-045,50,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-051,NOETH-P07,U08,date,"Erlangen, May 1915",NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,113,113,5954,5954,C45D1343EB1A2930C97B1101C8A3AB19F5684CA045951D7C98274A2D94AA699D,1E1F52AC38651BD37355006940E37D341905E59AD6E5FAF80BEC37B0EB931473,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U08_UNCHECKED.tex,DE8AD783FF83DC27A2568D4DD47A42DA55127A912F8FDEC57BF0F50DBDE38971,14,14,11A765216EB528282ED9B4B76B5A8DE972E874AB1F90B543957ADDFF06C07D3A,NOE-P07-KO-STR-044,51,,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-052,NOETH-P07,U03,proof,First complete-system proof,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,29,46,5870,5887,FF490BF1734E6072971A10A71ABF27D4D9F37583C5FE3B022A5E23420638235C,B7A6676FEAE15192661C2AFD2C0ADFA987A0E82258BD9A22BD37DD1795DA8B95,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U03_UNCHECKED.tex,7E12CEC2A1FB8A73AD5D9ADBD025B7B142B575FA064FC5671ED24E3C43F994A5,12,29,6DB2EED2C4336E4AB4D555066B0F1552A1182649341EDB02FB052C84E239DB9B,NOE-P07-KO-STR-012,52,NOE-P07-KO-STR-013|NOE-P07-KO-STR-015|NOE-P07-KO-STR-016|NOE-P07-KO-STR-017,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-053,NOETH-P07,U04,proof,Second proof setup,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,49,63,5890,5904,BA53F3A4E875320E336B2756713DF8141B9EE28A6232C4ECCAD7096460877A3A,F6FEE8CEEF4C12886630995C49B8FA809C0DE90B35E0F4180ED4EAFBC3819307,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U04_UNCHECKED.tex,5387865AFD79A4C0B46930896944B0F8AD425715A177274EF51EA160CD2DC377,12,26,1CEA31D4CA5EEE91686162E83A8C1D904359A2E75062C75823A2415D2B6D68A2,NOE-P07-KO-STR-018,53,NOE-P07-KO-STR-019|NOE-P07-KO-STR-021|NOE-P07-KO-STR-022|NOE-P07-KO-STR-023,draft_text_complete,unchecked,not_ready,independent_korean_checker
NOE-P07-KO-STR-054,NOETH-P07,U05,proof,Second proof construction and theorem,NOETH-DE-AUTH-v003-20260804,D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB,8C5D6E8DDF24B33C5AF719F59C4CEFA0B9CEABB61960E2AC30F888CB1206AFBC,64,89,5905,5930,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,E72BA9C64A16088969ED13D342FF6881F7DD0A45A299790958CA60331ABD1B7D,ko,${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper07_ko_translation_001_20260804\targets\Noether_P07_Korean_U05_UNCHECKED.tex,A1B345CAD00CD9FC8BCB8A443A0917FFCDFA9707E006A5417B136822820F24CA,11,36,5FBDE547C58C15E6E97CA267DC18C04295218DF18AE83CD78CB3A59770B1FA41,NOE-P07-KO-STR-018,54,NOE-P07-KO-STR-024|NOE-P07-KO-STR-034,draft_text_complete,unchecked,not_ready,independent_korean_checker
