"lane","target_language_or_access_target","source_title","source_author_or_owner","topic_tags","evidence_tier","source_type","source_url","local_path","license_or_access_signal","sha256_or_other_hash","source_language","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","gap_or_blocker_note","non_claim_boundary","source_row_id","source_detail_table"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Astronomie","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-001","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Biologie","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-002","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Chemie","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-003","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Geowissenschaft","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-004","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Informatik","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-005","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Mathematik","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-006","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Medizin","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-007","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT category count: Physik","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 category-count metadata only; source-owner/reviewer return missing","dynamic/API/source/video metadata","https://sign2mint-searchcache.s3.eu-central-1.amazonaws.com/signCount.json","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_signCount_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","9500c8dd766e35734f7e768adfa7d87e5a74c4da8c377de405ed0bee6168a9dc","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no category row accepted as sign authority; no media copy, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CAT-008","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:704)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Median/15390698211663808%3A704","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-001","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Median (15390698211663808:705)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Median/15390698211663808%3A705","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Median_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","8802b52defe6bf5a4843bca68a6eb0b60bb18c2423c8594745566406f63bb3f2","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-002","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:763)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Stochastik/15390698211663808%3A763","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-003","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Stochastik (15390698211663808:764)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Stochastik/15390698211663808%3A764","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Stochastik_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","e31dea6e93710fba89bb05f43c7506852a104547a3236debdf191d3908d1824f","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-004","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Mathematik (5750242766511595:666)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Mathematik/5750242766511595%3A666","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Mathematik_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","a0ecdb0a757b490b98cfebb08d4a540bbfdafa3b54fb6f1eee718a4e3cf6fae2","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-005","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Statistik (15390698211663808:762)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Statistik/15390698211663808%3A762","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Statistik_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","63de55a4f6b334540f0334242799d8d31e65900d8d452dda2620ce8f0f59ce17","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-006","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:770)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Summe/15390698211663808%3A770","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-007","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Summe (15390698211663808:771)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Summe/15390698211663808%3A771","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Summe_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","0974adc412f18c8eb6ee70837dd2e872d2d477c2d04145c506fee90f1ce05308","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-008","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Funktion (5750242766511595:651)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Funktion/5750242766511595%3A651","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Funktion_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","cc55e31013ec46bebd18d59c1b31bdd8389b4b4ce8bf0bfb31c50b132ee5180a","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-009","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Gleichung (5750242766511595:1695)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Gleichung/5750242766511595%3A1695","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Gleichung_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","de53208395d8a12ac96d95d5d7db10f079d3f12d8b340ad9b6e55bb0bef3ef19","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-010","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Algorithmus (14548230564932464:479)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Algorithmus/14548230564932464%3A479","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-011","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Sign2MINT candidate entry pointer: Algorithmus (15390698211663808:610)","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 API entry metadata; video/SWU pointer only; DGS reviewer and media/reuse missing","dynamic/API/source/video metadata","https://sign2mint.de/entry/Algorithmus/15390698211663808%3A610","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\captures\sign2mint_dictionaryEntry_Algorithmus_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","f915f96e061cde3a3a9603abefe38e02ef6a403986350c2bf42d63c6f337064e","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no accepted sign, no copied video/thumbnail, no SWU/signwriting promotion, no translation, no constructed surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-CON-012","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Goettingen DGS math video route: E3.1 Summen und Summenzeiche","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 video route metadata only; media/reuse and reviewer gates missing","dynamic/API/source/video metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/828e21a3e80e1086e4d238f1c9e1c1fd/127?v=E3.1_Summen_und_Summenzeiche.mp4","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no copied video, no derived still, no accepted sign, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-GOE-V-001","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
"R6 Indigenous/Creole/Sign Access","DGS","Goettingen DGS math video route: 2024 Learning Nuggets video","DGS/Sign2MINT source route","DGS; MINT; mathematics; API; Sign2MINT; SWU metadata; video-route; media-gate","T2 video route metadata only; media/reuse and reviewer gates missing","dynamic/API/source/video metadata","https://studip.uni-goettingen.de/plugins.php/mediacastplugin/media/check/3ace0f08847331147c0daf15e4c39c0e/e853f1b675b287975acdea6f83872c93/127?v=2024_Learning_Nuggets_Video_.mp4","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T193000Z_r6_dgs_dynamic_resolver_capture\dgs_dynamic_resolver_capture_metadata_20260701T193000Z.json","license/media/reuse pending; source-owner/reviewer return required","8beefe5d7d933ed5349ae29b2ab2f9e2d1bb789f6da361ff32676701631c3dce","DGS","yes_source_or_access_route_not_authority","no","video_or_dynamic_route_not_pdf_docx_text","no_TeX_LaTeX_arXiv_or_eprint_source_archive; dynamic app/API/video route metadata only | no copied video, no derived still, no accepted sign, no translation, no surface, no pilot","source-canon/provenance support only; no translation, term/sign approval, native review, canonical approval, license clearance, gate promotion, completion claim, or Git push","DGS-GOE-V-002","NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv"
