candidate_id,decision,reason,target_id,target_kind,scope,expose_number,section_context,visible_locator,visible_tex,component_relpath,upstream_line,rescribe_idx,printed_page,source_pdf_page,authority_layer,upstream_component_sha256,source_span_sha256,document_order
target-candidate-00227,accepted,semantic_named_bold_heading,sga6.e00.rem.unnamed.occ6,rem,e00,0,riemann-roch-theorem,unnamed,Remark.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1730,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4F8AA7E675158EEB98227CC05AC3BC065421C3EFE748D32613FF12AC687E9E62,227
target-candidate-00228,accepted,structural_heading,sga6.e00.extract-from-a-letter-of-grothendieck,subsection,e00,0,extract-from-a-letter-of-grothendieck,extract-from-a-letter-of-grothendieck,Extract from a letter of Grothendieck,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1732,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,08302931CBA71BDE6A808BA48144C6DB83C96E8D18D495929BC64817CFCB9F98,228
target-candidate-00229,accepted,explicit_equation_tag,sga6.e00.eq.9.occ2,equation,e00,0,extract-from-a-letter-of-grothendieck,9,9,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1734,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,2475D451A84DE8A9040A079B83C5100ABA77491DBAB6593BFD2AD591FC8DE553,229
target-candidate-00230,accepted,explicit_equation_tag,sga6.e00.eq.9bis,equation,e00,0,extract-from-a-letter-of-grothendieck,9bis,9 bis,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1738,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A368BF9C0A8682E54553EDAE1CB4B8365074A467F0F566818201A416831A0C07,230
target-candidate-00231,accepted,structural_heading,sga6.e01.expose,section,e01,I,expose,I,Exposé I. Generalities on finiteness conditions in derived categories,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1750,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,F5DD86C7DCD7B0C774889795F1C60F336406C7E6E3AAD33C103F163101170767,231
target-candidate-00232,accepted,structural_heading,sga6.e01.sec.0,subsection,e01,I,0,0,0. Introduction,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1755,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,60D9AC9445C2BF50FC45CBA78596E9B61255E193BB65901E8B3B6193B93450B5,232
target-candidate-00233,accepted,structural_heading,sga6.e01.sec.1,section,e01,I,1,1,1. Preliminary definitions,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1801,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,BBAB65BF5650D9C8DE2EDA7CAEAF00F9F36B8406AC12F79AA061234684BD29B0,233
target-candidate-00234,accepted,structural_heading,sga6.e01.sec.1.1,subsection,e01,I,1.1,1.1,"1.1. Fibered categories with additive fibers (respectively abelian, respectively triangulated fibers)",SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1803,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,2ECEB5F0B8F194EF0E3BEF51840FF8E384F313437F35BCBC6D0D0319AC7E6753,234
target-candidate-00235,accepted,semantic_numbered_bold_heading,sga6.e01.para.1-1-1,numbered_paragraph,e01,I,1.1,1.1.1,1.1.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1805,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,3926B6BFBDDC3AF73DC2BACBB6BA24B062F7178251CCD8BD72520491C2996AFB,235
target-candidate-00236,accepted,semantic_numbered_bold_heading,sga6.e01.para.1-1-2,numbered_paragraph,e01,I,1.1,1.1.2,1.1.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1811,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,D0C8C4F4C7B4E3B8AA13F75786F3D3D91D1BB423C472C4E130450794BCA0BA37,236
target-candidate-00237,accepted,semantic_numbered_bold_heading,sga6.e01.para.1-1-3,numbered_paragraph,e01,I,1.1,1.1.3,1.1.3.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1813,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,2FEF701871314EC60E7588B169C0BE8DDF6789F5AC2DFA0B27530401150EECF5,237
target-candidate-00238,accepted,semantic_numbered_bold_heading,sga6.e01.para.1-1-3.occ2,numbered_paragraph,e01,I,1.1,1.1.3,1.1.3 (continued).,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1839,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,078DC08BE2AF1153D1D174B44C4A66EC7158C4D0430D3D3E4371F0310D7926D3,238
target-candidate-00239,accepted,semantic_numbered_bold_heading,sga6.e01.para.1-1-4,numbered_paragraph,e01,I,1.1,1.1.4,1.1.4.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1844,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,257D07D7C7EFF292BB2E80204E672433064D46F768AE0EE322A318C350F5542E,239
target-candidate-00240,accepted,semantic_numbered_bold_heading,sga6.e01.para.1-1-5,numbered_paragraph,e01,I,1.1,1.1.5,1.1.5.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1846,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,3FC79524E61C7D8CD0A30448CD97A02A63B17465AF2DF4C4E57475A110F6687F,240
target-candidate-00241,accepted,structural_heading,sga6.e01.sec.1.2,subsection,e01,I,1.2,1.2,1.2. Terminology,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1865,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,52646E4DAD572FCD0C59A668C6B0E33F9E382E25CC3B1CEDB35B537C9DD0390A,241
target-candidate-00242,accepted,explicit_equation_tag,sga6.e01.eq.unnamed,equation,e01,I,1.2,*,*,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1886,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FAF0EE63C52BA90890C6AF909AF55AE0D524B09E7276B8686FA8900B81407ABE,242
target-candidate-00243,accepted,structural_heading,sga6.e01.sec.1.3,subsection,e01,I,1.3,1.3,1.3. Examples,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1939,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,F1202BBF5E08DF2A50A40166E9D0ADB692CE1452577A975B8ED14BE8D120D691,243
target-candidate-00244,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,1.3,,a),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1941,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,55872FDDB0A10592C16B909D39017F0C42944C8DD4BB2525E5197F5C07CEF293,244
target-candidate-00245,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,1.3,,b),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1943,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0538F7F92BCEBC21341E19C2658D6142351FD6635A735F715236B42C3606291D,245
target-candidate-00246,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,1.3,,c),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1953,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E3869A5499D7C210D3F2DF143AE912995564FD7EAA06B502B182E31D99C8B1E4,246
target-candidate-00247,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,1.3,,d),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1967,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,64AA6B38D2B3452D528C3AF3F6F5380865B23AAF9C8889F16A12EBCE220893A9,247
target-candidate-00248,accepted,semantic_named_bold_heading,sga6.e01.lem.1-3-1,lem,e01,I,1.3,1.3.1,Lemma 1.3.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1977,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,2C690BA887D6AE3B233EEAF9C532A69942F5A16A5BACE2E8927B7FB39457186D,248
target-candidate-00249,accepted,structural_heading,sga6.e01.sec.1.4,subsection,e01,I,1.4,1.4,"1.4. An ``extension'' lemma (cf. EGA \(0_{\mathrm{III}}\), 11.9.1)",SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1985,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,9D7E23074224CFD14F19C79483708470C8E5006BB2F51D24EC9B23595EA161A5,249
target-candidate-00250,accepted,semantic_named_bold_heading,sga6.e01.prop.1-4-1,prop,e01,I,1.4,1.4.1,Proposition 1.4.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,1987,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,8D39685ED143CA6441E92BA363190BFAB491531FF7BD5B5F513D7C635FFFCA17,250
target-candidate-00251,accepted,semantic_named_bold_heading,sga6.e01.lem.1-4-2,lem,e01,I,1.4,1.4.2,Lemma 1.4.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2121,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E7A23A89ECAA83523A3A662BC19E48EAA12F059D05F239BB4A67A80772123F73,251
target-candidate-00252,accepted,semantic_named_bold_heading,sga6.e01.def.1-4-3,def,e01,I,1.4,1.4.3,Definition 1.4.3.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2128,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,165BC564E845B60BD461A0EB40D0103AA7572AFE2B0142BB2F17A151AAF49927,252
target-candidate-00253,accepted,semantic_named_bold_heading,sga6.e01.cor.1-4-4,cor,e01,I,1.4,1.4.4,Corollary 1.4.4.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2132,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,96DD9F93EE50CEC2F7F70E095C3EB19D8DBAFB7C6EC2700ACF2D607F56F5491E,253
target-candidate-00254,accepted,semantic_named_bold_heading,sga6.e01.cor.1-4-5,cor,e01,I,1.4,1.4.5,Corollary 1.4.5.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2136,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,625F8A225BA990520E51B78E0CCE462B4D7781939490729AA58E8FFA480DC197,254
target-candidate-00255,accepted,structural_heading,sga6.e01.sec.2,section,e01,I,2,2,2. Pseudo-coherent complexes,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2178,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FCA387E2A99BB4E1583F1634EC596F8EB24976F7F120DE17FA1817A200F27C08,255
target-candidate-00256,accepted,semantic_numbered_bold_heading,sga6.e01.para.2-0,numbered_paragraph,e01,I,2,2.0,2.0.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2180,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,DE89BA38D76C6BC16929885C40F8CC051B054EF1FBAFD4028F46A1F1AA16F8F2,256
target-candidate-00257,accepted,semantic_named_bold_heading,sga6.e01.def.2-1,def,e01,I,2,2.1,Definition 2.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2182,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,BB90E0D085A024B7D44EE91E6DB18FCFE747F408E4D3F2B6AFA75CFE7CC4AE44,257
target-candidate-00258,accepted,semantic_named_bold_heading,sga6.e01.lem.2-1-1,lem,e01,I,2,2.1.1,Lemma 2.1.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2186,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,31C0F721E759CA9A03537D6270C303C5BBA52D5853E493DEF5C72BAC45F6C821,258
target-candidate-00259,accepted,semantic_named_bold_heading,sga6.e01.prop.2-2,prop,e01,I,2,2.2,Proposition 2.2.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2194,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,426FCDADEC7D96D13492671933F5C390479A0258582B74727ABF81B68BCE5EB2,259
target-candidate-00260,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,2,,a),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2196,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,55872FDDB0A10592C16B909D39017F0C42944C8DD4BB2525E5197F5C07CEF293,260
target-candidate-00261,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,2,,b),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2206,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0538F7F92BCEBC21341E19C2658D6142351FD6635A735F715236B42C3606291D,261
target-candidate-00262,accepted,semantic_named_bold_heading,sga6.e01.def.2-3,def,e01,I,2,2.3,Definition 2.3.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2281,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,BB5FB3540C35B271D7799F947C5AB8E79D98B73342D6FD8ABC1AC23F860C2B8B,262
target-candidate-00263,accepted,semantic_named_bold_heading,sga6.e01.rem.2-3-1,rem,e01,I,2,2.3.1,Remark 2.3.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2285,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,BDD27C004DBDAA7C83710F6BF1BEE3B10D7E63911CA78153C4C9DECEE22F7996,263
target-candidate-00264,accepted,semantic_named_bold_heading,sga6.e01.prop.2-4,prop,e01,I,2,2.4,Proposition 2.4.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2293,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1ED39A6F57EF8CCB9765A4875791479FC03625C478BDA186C71C8168E43CD1BD,264
target-candidate-00265,accepted,semantic_named_bold_heading,sga6.e01.prop.2-5,prop,e01,I,2,2.5,Proposition 2.5.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2306,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,80724591E1B4AF0F67F89DF26B74B84F3947B01E4287E10BB0A0D48590ACE4E7,265
target-candidate-00266,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,2,,a),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2306,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,55872FDDB0A10592C16B909D39017F0C42944C8DD4BB2525E5197F5C07CEF293,266
target-candidate-00267,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,2,,b),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2308,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0538F7F92BCEBC21341E19C2658D6142351FD6635A735F715236B42C3606291D,267
target-candidate-00268,accepted,explicit_equation_tag,sga6.e01.eq.unnamed.occ2,equation,e01,I,2,*,*,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2314,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,FAF0EE63C52BA90890C6AF909AF55AE0D524B09E7276B8686FA8900B81407ABE,268
target-candidate-00269,accepted,semantic_named_bold_heading,sga6.e01.schol.2-6,schol,e01,I,2,2.6,Scholium 2.6.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2348,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,F6DDA34A6241A89E1B85CA755807EB3EA0BFDF7A3ACD49963C5477B9BBC56204,269
target-candidate-00270,accepted,semantic_named_bold_heading,sga6.e01.prop.2-7,prop,e01,I,2,2.7,Proposition 2.7.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2370,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,599C691E25A0A7A6C5F1F03CCB2956DF9022214AE5122EC4A7DC3E365CEB3348,270
target-candidate-00271,accepted,semantic_named_bold_heading,sga6.e01.prop.2-7-1,prop,e01,I,2,2.7.1,Proposition 2.7.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2410,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,EE531389DCD485662D0B471A2BE137A11627E96D85E896D469A116798C8C8DED,271
target-candidate-00272,accepted,semantic_named_bold_heading,sga6.e01.def.2-8,def,e01,I,2,2.8,Definition 2.8.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2419,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A8DBA94AC8D4B73FA8D9BB8482624CC84B12EEC932027997AEF5F1171F219945,272
target-candidate-00273,accepted,semantic_named_bold_heading,sga6.e01.prop.2-9,prop,e01,I,2,2.9,Proposition 2.9.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2428,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,84FEBDC358EA15F912320838AF64376F2C88AA9798F351B01C9988B33254DA58,273
target-candidate-00274,accepted,semantic_named_bold_heading,sga6.e01.prop.2-10,prop,e01,I,2,2.10,Proposition 2.10.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2445,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,424CC9F6F448091EB195B37863C240015016B58D0A6AC439B94D9767B2B90CDD,274
target-candidate-00275,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,2,,a),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2445,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,55872FDDB0A10592C16B909D39017F0C42944C8DD4BB2525E5197F5C07CEF293,275
target-candidate-00276,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,2,,b),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2455,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0538F7F92BCEBC21341E19C2658D6142351FD6635A735F715236B42C3606291D,276
target-candidate-00277,accepted,structural_heading,sga6.e01.expose.occ2,section,e01,I,expose,I,"Exposé I, continued: pseudo-coherent complexes and perfect complexes",SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2491,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,71EDCB12887C6B7093D85DD8EF5438581DC8C573DD05A5A9D73CFF52E07040C3,277
target-candidate-00278,accepted,semantic_named_bold_heading,sga6.e01.prop.2-11,prop,e01,I,expose,2.11,Proposition 2.11.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2493,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,91B3B63D289B75ED8CA7D15B416F00A5D49C5046FB94FA84E77BEB81B0DD718A,278
target-candidate-00279,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,expose,,a),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2495,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,55872FDDB0A10592C16B909D39017F0C42944C8DD4BB2525E5197F5C07CEF293,279
target-candidate-00280,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,expose,,b),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2497,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0538F7F92BCEBC21341E19C2658D6142351FD6635A735F715236B42C3606291D,280
target-candidate-00281,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,expose,,a),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2501,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,55872FDDB0A10592C16B909D39017F0C42944C8DD4BB2525E5197F5C07CEF293,281
target-candidate-00282,excluded,lettered_clause_not_independently_targeted,,bold,e01,I,expose,,b),SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2507,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0538F7F92BCEBC21341E19C2658D6142351FD6635A735F715236B42C3606291D,282
target-candidate-00283,accepted,semantic_named_bold_heading,sga6.e01.rem.2-11-1,rem,e01,I,expose,2.11.1,Remark 2.11.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2521,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,F6AB49F11F9F5598FCBE906F6EC570046C9A4476D043D137B980050A3420CF9D,283
target-candidate-00284,accepted,semantic_named_bold_heading,sga6.e01.prop.2-12,prop,e01,I,expose,2.12,Proposition 2.12.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2523,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,5CFF455390712B1670DBCB5B304B4C333E3E492E271368D7FF49A67250BC057B,284
target-candidate-00285,accepted,semantic_named_bold_heading,sga6.e01.prop.2-13,prop,e01,I,expose,2.13,Proposition 2.13.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2546,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,E679408CC004C758EE1227F9E8B3EC75A6C6E9391AF6D91932B9193E375ED19B,285
target-candidate-00286,accepted,semantic_named_bold_heading,sga6.e01.cor.2-14,cor,e01,I,expose,2.14,Corollary 2.14.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2583,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,A3E698A5557850D598F48FBE2C09D68BE1F43FB39A0B4824EEABC6E83341EB70,286
target-candidate-00287,accepted,semantic_named_bold_heading,sga6.e01.schol.2-14-1,schol,e01,I,expose,2.14.1,Scholium 2.14.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2598,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,1A31ED1EE0CFCA8BB70B9C7505AC5E7188B52FBE7CE1A7E8CCE3D125A47777DA,287
target-candidate-00288,accepted,semantic_named_bold_heading,sga6.e01.ex.2-15,ex,e01,I,expose,2.15,Example 2.15.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2600,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,F16D1297A8DEE1AB169A209051B0E64CB556B1E8C04422F0F1A33D0579A4C7DB,288
target-candidate-00289,accepted,semantic_named_bold_heading,sga6.e01.lem.2-15-1,lem,e01,I,expose,2.15.1,Lemma 2.15.1.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2606,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,0583053B5D52B104CA557BF280A5C807F08A242290D6EAB8CC66B45C7FC936C7,289
target-candidate-00290,accepted,semantic_named_bold_heading,sga6.e01.cor.2-16,cor,e01,I,expose,2.16,Corollary 2.16.,SGA6_sourcePDF001_525_English_Inherited_PartiallySourceSynchronized_fragment.tex,2650,,,,inherited_partially_source_synchronized,3FE03C89BA0662A61607CDE80DDB24BC4683FA37C30C1DA580908CFAD186F68C,4995EFAB1082A27AA83F3DDDF2BF9B919FCB01F4EE45B103E9B55F49C9775504,290
